OTU;C.Tu;C.Td;T.TTu;T.TTd;TT.CTu;TT.CTd;model.StARS_0.08;ASV total abundance;ASV total abundance (log10);Prevalence
;;;;;;;;32;1.505149978;13.33333333
;;;;;;;;4;0.602059991;13.33333333
;;;;;;;;12;1.079181246;33.33333333
;;;;;;;;10;1;13.33333333
;;;;;;;;1;0;6.666666667
;;;;;;;;334;2.523746467;93.33333333
;;;;;;;;5;0.698970004;6.666666667
;;;;;;;;19;1.278753601;6.666666667
;;;;;;;;16;1.204119983;46.66666667
;;;;;;;;159;2.201397124;80
;;;;;;;;4;0.602059991;6.666666667
;;;;;;;;640;2.806179974;100
;;;;;;;;13;1.113943352;6.666666667
;;;;;;;;13;1.113943352;20
;;;;;;;;18;1.255272505;13.33333333
;;;;;;;;2;0.301029996;6.666666667
;;;;;;;;1374;3.137986733;86.66666667
;;;;;;;;3;0.477121255;13.33333333
;;;;;;;;5;0.698970004;13.33333333
;;;;;;;;27;1.431363764;20
;;;;;;;;4;0.602059991;20
;;;;;;;;3;0.477121255;13.33333333
;;;;;;;;22;1.342422681;13.33333333
;;;;;;;;268;2.428134794;93.33333333
;;;;;;;;3;0.477121255;13.33333333
;;;;;;;;12;1.079181246;6.666666667
;;;;;;;;3;0.477121255;6.666666667
;;;;;;;;19;1.278753601;60
;;;;;;;;213;2.328379603;33.33333333
;;;;;;;;3;0.477121255;6.666666667
;;;;;;;;94;1.973127854;86.66666667
;;;;;;;;7;0.84509804;20
;;;;;;;;29;1.462397998;6.666666667
;;;;;;;;21;1.322219295;13.33333333
;;;;;;;;4;0.602059991;13.33333333
;;;;;;;;5;0.698970004;20
;;;;;;;;5;0.698970004;20
;;;;;;;;32;1.505149978;26.66666667
;;;;;;;;13;1.113943352;40
;;;;;;;;12;1.079181246;13.33333333
;;;;;;;;22;1.342422681;26.66666667
;;;;;;;;301;2.478566496;93.33333333
;;;;;;;;56;1.748188027;46.66666667
;;;;;;;;16;1.204119983;6.666666667
;;;;;;;;18;1.255272505;60
;;;;;;;;55;1.740362689;86.66666667
;;;;;;;;22;1.342422681;26.66666667
;;;;;;;;27;1.431363764;26.66666667
;;;;;;;;14;1.146128036;26.66666667
;;;;;;;;2;0.301029996;6.666666667
;;;;;;;;7;0.84509804;33.33333333
;;;;;;;;8642;3.936614262;100
;;;;;;;;1;0;6.666666667
;;;;;;;;1252;3.097604329;100
;;;;;;;;27;1.431363764;80
;;;;;;;;6;0.77815125;26.66666667
;;;;;;;;189;2.276461804;93.33333333
;;;;;;;;4603;3.663040975;93.33333333
;;;;;;;;46;1.662757832;53.33333333
;;;;;;;;10;1;40
;;;;;;;;6;0.77815125;20
;;;;;;;;12;1.079181246;60
;;;;;;;;270;2.431363764;60
;;;;;;;;3293;3.517591731;100
;;;;;;;;37;1.568201724;73.33333333
;;;;;;;;4;0.602059991;20
;;;;;;;;57;1.755874856;93.33333333
;;;;;;;;8;0.903089987;33.33333333
;;;;;;;;12;1.079181246;6.666666667
;;;;;;;;216;2.334453751;80
;;;;;;;;5;0.698970004;13.33333333
;;;;;;;;17;1.230448921;20
;;;;;;;;41;1.612783857;73.33333333
;;;;;;;;2;0.301029996;6.666666667
;;;;;;;;375;2.574031268;20
;;;;;;;;60;1.77815125;46.66666667
;;;;;;;;10;1;33.33333333
;;;;;;;;693;2.840733235;53.33333333
;;;;;;;;35;1.544068044;20
;;;;;;;;119;2.075546961;60
;;;;;;;;29;1.462397998;13.33333333
;;;;;;;;657;2.81756537;86.66666667
;;;;;;;;40;1.602059991;46.66666667
;;;;;;;;12;1.079181246;53.33333333
;;;;;;;;2;0.301029996;6.666666667
;;;;;;;;20;1.301029996;46.66666667
;;;;;;;;1;0;6.666666667
;;;;;;;;55;1.740362689;33.33333333
;;;;;;;;47;1.672097858;60
;;;;;;;;22;1.342422681;26.66666667
;;;;;;;;22;1.342422681;66.66666667
;;;;;;;;22;1.342422681;53.33333333
;;;;;;;;14;1.146128036;13.33333333
;;;;;;;;4;0.602059991;13.33333333
;;;;;;;;3;0.477121255;6.666666667
;;;;;;;;88;1.944482672;26.66666667
;;;;;;;;22;1.342422681;26.66666667
;;;;;;;;115;2.06069784;86.66666667
;;;;;;;;3;0.477121255;13.33333333
;;;;;;;;76;1.880813592;80
;;;;;;;;1228;3.089198367;93.33333333
;;;;;;;;4;0.602059991;20
;;;;;;;;105;2.021189299;86.66666667
;;;;;;;;7;0.84509804;6.666666667
;;;;;;;;26;1.414973348;53.33333333
;;;;;;;;18;1.255272505;60
;;;;;;;;9;0.954242509;13.33333333
;;;;;;;;27;1.431363764;33.33333333
;;;;;;;;86;1.934498451;26.66666667
;;;;;;;;12;1.079181246;6.666666667
;;;;;;;;24;1.380211242;66.66666667
;;;;;;;;20;1.301029996;53.33333333
;;;;;;;;29;1.462397998;20
;;;;;;;;12;1.079181246;26.66666667
;;;;;;;;12;1.079181246;20
;;;;;;;;3;0.477121255;20
;;;;;;;;7;0.84509804;20
;;;;;;;;143;2.155336037;53.33333333
;;;;;;;;592;2.772321707;93.33333333
;;;;;;;;21;1.322219295;6.666666667
;;;;;;;;67;1.826074803;33.33333333
;;;;;;;;73;1.86332286;33.33333333
;;;;;;;;27;1.431363764;66.66666667
;;;;;;;;381;2.580924976;80
;;;;;;;;31;1.491361694;26.66666667
;;;;;;;;3;0.477121255;20
;;;;;;;;6;0.77815125;26.66666667
;;;;;;;;24;1.380211242;40
;;;;;;;;61;1.785329835;66.66666667
;;;;;;;;4;0.602059991;6.666666667
;;;;;;;;91;1.959041392;86.66666667
;;;;;;;;332;2.521138084;80
;;;;;;;;41;1.612783857;46.66666667
;;;;;;;;1;0;6.666666667
;;;;;;;;1088;3.036628895;93.33333333
;;;;;;;;57;1.755874856;26.66666667
;;;;;;;;23;1.361727836;13.33333333
;;;;;;;;243;2.385606274;26.66666667
;;;;;;;;1735;3.239299479;100
;;;;;;;;46;1.662757832;80
;;;;;;;;35;1.544068044;66.66666667
;;;;;;;;67;1.826074803;80
;;;;;;;;13;1.113943352;20
;;;;;;;;5;0.698970004;20
;;;;;;;;28;1.447158031;20
;;;;;;;;17;1.230448921;46.66666667
;;;;;;;;6;0.77815125;20
;;;;;;;;17;1.230448921;6.666666667
;;;;;;;;73;1.86332286;20
;;;;;;;;41;1.612783857;73.33333333
;;;;;;;;14;1.146128036;40
;;;;;;;;355;2.550228353;100
;;;;;;;;1546;3.18920949;80
;;;;;;;;25;1.397940009;13.33333333
;;;;;;;;3;0.477121255;13.33333333
;;;;;;;;18214;4.260405332;100
;;;;;;;;92;1.963787827;66.66666667
;;;;;;;;214;2.330413773;40
;;;;;;;;115;2.06069784;93.33333333
;;;;;;;;98;1.991226076;93.33333333
;;;;;;;;16;1.204119983;53.33333333
;;;;;;;;1;0;6.666666667
;;;;;;;;1;0;6.666666667
;;;;;;;;73;1.86332286;20
;;;;;;;;46;1.662757832;86.66666667
;;;;;;;;1;0;6.666666667
;;;;;;;;20;1.301029996;33.33333333
;;;;;;;;31;1.491361694;53.33333333
;;;;;;;;9;0.954242509;13.33333333
;;;;;;;;84;1.924279286;86.66666667
;;;;;;;;62;1.792391689;73.33333333
;;;;;;;;24;1.380211242;60
;;;;;;;;16;1.204119983;13.33333333
;;;;;;;;15;1.176091259;26.66666667
;;;;;;;;7;0.84509804;6.666666667
;;;;;;;;1;0;6.666666667
;;;;;;;;5;0.698970004;6.666666667
;;;;;;;;31;1.491361694;73.33333333
;;;;;;;;667;2.824125834;100
;;;;;;;;51;1.707570176;20
;;;;;;;;17;1.230448921;6.666666667
;;;;;;;;16;1.204119983;20
;;;;;;;;77;1.886490725;20
;;;;;;;;11;1.041392685;13.33333333
;;;;;;;;62;1.792391689;40
;;;;;;;;5;0.698970004;26.66666667
;;;;;;;;15;1.176091259;33.33333333
;;;;;;;;120;2.079181246;86.66666667
;;;;;;;;149;2.173186268;73.33333333
;;;;;;;;608;2.783903579;100
;;;;;;;;41;1.612783857;53.33333333
;;;;;;;;18;1.255272505;53.33333333
;;;;;;;;34;1.531478917;73.33333333
;;;;;;;;394;2.595496222;93.33333333
;;;;;;;;16;1.204119983;6.666666667
;;;;;;;;13;1.113943352;20
;;;;;;;;1136;3.055378331;100
;;;;;;;;18;1.255272505;13.33333333
;;;;;;;;766;2.88422877;86.66666667
;;;;;;;;80;1.903089987;33.33333333
;;;;;;;;7;0.84509804;26.66666667
;;;;;;;;2353;3.371621927;100
;;;;;;;;8;0.903089987;13.33333333
;;;;;;;;904;2.95616843;53.33333333
;;;;;;;;29;1.462397998;53.33333333
;;;;;;;;21;1.322219295;46.66666667
;;;;;;;;91;1.959041392;80
;;;;;;;;12;1.079181246;20
;;;;;;;;15;1.176091259;66.66666667
;;;;;;;;10;1;6.666666667
;;;;;;;;20;1.301029996;33.33333333
;;;;;;;;20;1.301029996;13.33333333
;;;;;;;;34;1.531478917;26.66666667
;;;;;;;;8;0.903089987;26.66666667
;;;;;;;;56;1.748188027;66.66666667
;;;;;;;;29;1.462397998;46.66666667
;;;;;;;;2;0.301029996;13.33333333
;;;;;;;;13;1.113943352;60
;;;;;;;;34;1.531478917;26.66666667
;;;;;;;;11;1.041392685;33.33333333
;;;;;;;;16;1.204119983;26.66666667
;;;;;;;;20;1.301029996;20
;;;;;;;;845;2.926856709;100
;;;;;;;;6;0.77815125;20
;;;;;;;;9;0.954242509;6.666666667
;;;;;;;;208;2.318063335;80
;;;;;;;;802;2.904174368;26.66666667
;;;;;;;;41;1.612783857;53.33333333
;;;;;;;;11;1.041392685;13.33333333
;;;;;;;;444;2.64738297;93.33333333
;;;;;;;;198;2.29666519;40
;;;;;;;;546;2.737192643;33.33333333
;;;;;;;;105;2.021189299;46.66666667
;;;;;;;;14;1.146128036;20
;;;;;;;;31;1.491361694;40
;;;;;;;;66;1.819543936;26.66666667
;;;;;;;;39;1.591064607;13.33333333
;;;;;;;;19;1.278753601;6.666666667
;;;;;;;;87;1.939519253;20
;;;;;;;;18;1.255272505;13.33333333
;;;;;;;;200;2.301029996;73.33333333
;;;;;;;;951;2.978180517;100
;;;;;;;;23;1.361727836;13.33333333
;;;;;;;;106;2.025305865;20
;;;;;;;;17;1.230448921;26.66666667
;;;;;;;;272;2.434568904;73.33333333
;;;;;;;;193;2.285557309;66.66666667
;;;;;;;;41;1.612783857;13.33333333
;;;;;;;;9;0.954242509;26.66666667
;;;;;;;;489;2.689308859;60
;;;;;;;;64;1.806179974;26.66666667
;;;;;;;;12;1.079181246;20
;;;;;;;;69;1.838849091;66.66666667
;;;;;;;;208;2.318063335;73.33333333
;;;;;;;;26;1.414973348;66.66666667
;;;;;;;;451;2.654176542;86.66666667
;;;;;;;;71;1.851258349;33.33333333
;;;;;;;;3556;3.550961752;93.33333333
;;;;;;;;110;2.041392685;26.66666667
;;;;;;;;1446;3.160168293;46.66666667
;;;;;;;;222;2.346352974;100
;;;;;;;;19;1.278753601;13.33333333
;;;;;;;;156;2.193124598;86.66666667
;;;;;;;;75;1.875061263;26.66666667
;;;;;;;;227;2.356025857;20
;;;;;;;;951;2.978180517;46.66666667
;;;;;;;;73;1.86332286;60
;;;;;;;;49;1.69019608;53.33333333
;;;;;;;;12;1.079181246;26.66666667
;;;;;;;;45;1.653212514;33.33333333
;;;;;;;;18;1.255272505;6.666666667
;;;;;;;;150;2.176091259;6.666666667
;;;;;;;;230;2.361727836;66.66666667
;;;;;;;;444;2.64738297;40
;;;;;;;;15;1.176091259;6.666666667
;;;;;;;;104;2.017033339;40
;;;;;;;;11;1.041392685;20
;;;;;;;;43;1.633468456;66.66666667
;;;;;;;;35;1.544068044;33.33333333
;;;;;;;;2;0.301029996;6.666666667
;;;;;;;;1207;3.08170727;100
;;;;;;;;79;1.897627091;13.33333333
;;;;;;;;329;2.517195898;86.66666667
;;;;;;;;983;2.992553518;93.33333333
;;;;;;;;10;1;6.666666667
;;;;;;;;11;1.041392685;6.666666667
;;;;;;;;61;1.785329835;40
;;;;;;;;35;1.544068044;40
;;;;;;;;9;0.954242509;20
;;;;;;;;102;2.008600172;40
;;;;;;;;471;2.673020907;93.33333333
;;;;;;;;57;1.755874856;33.33333333
;;;;;;;;80;1.903089987;60
;;;;;;;;299;2.475671188;40
;;;;;;;;261;2.416640507;100
;;;;;;;;918;2.962842681;86.66666667
;;;;;;;;88;1.944482672;6.666666667
;;;;;;;;41;1.612783857;60
;;;;;;;;12;1.079181246;6.666666667
;;;;;;;;1;0;6.666666667
;;;;;;;;292;2.465382851;40
;;;;;;;;6;0.77815125;13.33333333
;;;;;;;;1611;3.20709554;86.66666667
;;;;;;;;429;2.632457292;66.66666667
;;;;;;;;30;1.477121255;66.66666667
;;;;;;;;31;1.491361694;46.66666667
;;;;;;;;150;2.176091259;40
;;;;;;;;18;1.255272505;13.33333333
;;;;;;;;134;2.127104798;100
;;;;;;;;26;1.414973348;20
;;;;;;;;8;0.903089987;13.33333333
;;;;;;;;35;1.544068044;46.66666667
;;;;;;;;43;1.633468456;6.666666667
;;;;;;;;10;1;6.666666667
;;;;;;;;21;1.322219295;33.33333333
;;;;;;;;41;1.612783857;53.33333333
;;;;;;;;21;1.322219295;33.33333333
;;;;;;;;118;2.071882007;80
;;;;;;;;104;2.017033339;40
;;;;;;;;17;1.230448921;13.33333333
;;;;;;;;50;1.698970004;26.66666667
;;;;;;;;125;2.096910013;33.33333333
;;;;;;;;15;1.176091259;6.666666667
;;;;;;;;16;1.204119983;26.66666667
;;;;;;;;84;1.924279286;26.66666667
;;;;;;;;37;1.568201724;66.66666667
;;;;;;;;34;1.531478917;66.66666667
;;;;;;;;13;1.113943352;20
;;;;;;;;15;1.176091259;13.33333333
;;;;;;;;44;1.643452676;53.33333333
;;;;;;;;14;1.146128036;6.666666667
;;;;;;;;41;1.612783857;73.33333333
;;;;;;;;19;1.278753601;6.666666667
;;;;;;;;32;1.505149978;26.66666667
;;;;;;;;27;1.431363764;80
;;;;;;;;88;1.944482672;20
;;;;;;;;17;1.230448921;13.33333333
;;;;;;;;49;1.69019608;73.33333333
;;;;;;;;29;1.462397998;20
;;;;;;;;18;1.255272505;66.66666667
;;;;;;;;56;1.748188027;26.66666667
;;;;;;;;21;1.322219295;46.66666667
;;;;;;;;168;2.225309282;86.66666667
;;;;;;;;19;1.278753601;20
;;;;;;;;71;1.851258349;53.33333333
;;;;;;;;85;1.929418926;20
;;;;;;;;100;2;80
;;;;;;;;58;1.763427994;80
;;;;;;;;32;1.505149978;33.33333333
;;;;;;;;10;1;20
;;;;;;;;60;1.77815125;33.33333333
;;;;;;;;323;2.509202522;40
;;;;;;;;354;2.549003262;80
;;;;;;;;15;1.176091259;13.33333333
;;;;;;;;17;1.230448921;33.33333333
;;;;;;;;155;2.190331698;86.66666667
;;;;;;;;11;1.041392685;13.33333333
;;;;;;;;16;1.204119983;6.666666667
;;;;;;;;83;1.919078092;60
;;;;;;;;15;1.176091259;20
;;;;;;;;24;1.380211242;6.666666667
;;;;;;;;519;2.715167358;86.66666667
;;;;;;;;25;1.397940009;13.33333333
;;;;;;;;18;1.255272505;13.33333333
;;;;;;;;109;2.037426498;73.33333333
;;;;;;;;159;2.201397124;86.66666667
;;;;;;;;101;2.004321374;26.66666667
;;;;;;;;18;1.255272505;46.66666667
;;;;;;;;67;1.826074803;33.33333333
;;;;;;;;9;0.954242509;26.66666667
;;;;;;;;10;1;26.66666667
;;;;;;;;669;2.825426118;66.66666667
;;;;;;;;103;2.012837225;46.66666667
;;;;;;;;29;1.462397998;40
;;;;;;;;12;1.079181246;6.666666667
;;;;;;;;775;2.889301703;40
;;;;;;;;12;1.079181246;33.33333333
;;;;;;;;7;0.84509804;20
;;;;;;;;9;0.954242509;6.666666667
;;;;;;;;82;1.913813852;80
;;;;;;;;76;1.880813592;60
;;;;;;;;16;1.204119983;13.33333333
;;;;;;;;449;2.652246341;80
;;;;;;;;152;2.181843588;66.66666667
;;;;;;;;5;0.698970004;33.33333333
;;;;;;;;37;1.568201724;13.33333333
;;;;;;;;566;2.752816431;60
;;;;;;;;10;1;26.66666667
;;;;;;;;125;2.096910013;40
;;;;;;;;106;2.025305865;20
;;;;;;;;23;1.361727836;13.33333333
;;;;;;;;56;1.748188027;80
;;;;;;;;10;1;20
;;;;;;;;380;2.579783597;73.33333333
;;;;;;;;34;1.531478917;40
;;;;;;;;63;1.799340549;86.66666667
;;;;;;;;256;2.408239965;53.33333333
;;;;;;;;31;1.491361694;20
;;;;;;;;94;1.973127854;13.33333333
;;;;;;;;15;1.176091259;13.33333333
;;;;;;;;289;2.460897843;40
;;;;;;;;15;1.176091259;26.66666667
;;;;;;;;68;1.832508913;93.33333333
;;;;;;;;646;2.810232518;73.33333333
;;;;;;;;20;1.301029996;13.33333333
;;;;;;;;2547;3.406028945;93.33333333
;;;;;;;;6;0.77815125;13.33333333
;;;;;;;;999;2.999565488;33.33333333
;;;;;;;;8;0.903089987;13.33333333
;;;;;;;;31;1.491361694;40
;;;;;;;;59;1.770852012;33.33333333
;;;;;;;;19882;4.298460069;100
;;;;;;;;10;1;20
;;;;;;;;5;0.698970004;13.33333333
;;;;;;;;1197;3.07809415;86.66666667
;;;;;;;;23;1.361727836;73.33333333
;;;;;;;;11;1.041392685;6.666666667
;;;;;;;;2010;3.303196057;86.66666667
;;;;;;;;11;1.041392685;40
;;;;;;;;11;1.041392685;13.33333333
;;;;;;;;436;2.639486489;86.66666667
;;;;;;;;14;1.146128036;40
;;;;;;;;10221;4.009493388;100
;;;;;;;;8;0.903089987;13.33333333
;;;;;;;;15;1.176091259;20
;;;;;;;;34;1.531478917;33.33333333
;;;;;;;;12;1.079181246;20
;;;;;;;;12;1.079181246;6.666666667
;;;;;;;;36;1.556302501;73.33333333
;;;;;;;;114;2.056904851;46.66666667
;;;;;;;;13;1.113943352;13.33333333
;;;;;;;;20;1.301029996;46.66666667
;;;;;;;;259;2.413299764;93.33333333
;;;;;;;;61;1.785329835;33.33333333
;;;;;;;;16;1.204119983;13.33333333
;;;;;;;;28;1.447158031;40
;;;;;;;;20343;4.308414999;93.33333333
;;;;;;;;72;1.857332496;26.66666667
;;;;;;;;13;1.113943352;40
;;;;;;;;4;0.602059991;13.33333333
;;;;;;;;53;1.72427587;26.66666667
;;;;;;;;60;1.77815125;66.66666667
;;;;;;;;104;2.017033339;66.66666667
;;;;;;;;53;1.72427587;60
;;;;;;;;6;0.77815125;20
;;;;;;;;9;0.954242509;26.66666667
;;;;;;;;158;2.198657087;60
;;;;;;;;109;2.037426498;33.33333333
;;;;;;;;117;2.068185862;60
;;;;;;;;967;2.985426474;100
;;;;;;;;11145;4.047080073;100
;;;;;;;;26;1.414973348;20
;;;;;;;;30;1.477121255;26.66666667
;;;;;;;;9;0.954242509;26.66666667
;;;;;;;;76;1.880813592;20
;;;;;;;;80;1.903089987;53.33333333
;;;;;;;;267;2.426511261;100
;;;;;;;;12;1.079181246;6.666666667
;;;;;;;;546;2.737192643;93.33333333
;;;;;;;;14;1.146128036;40
;;;;;;;;471;2.673020907;20
;;;;;;;;56;1.748188027;6.666666667
;;;;;;;;14096;4.149095891;100
;;;;;;;;597;2.775974331;93.33333333
;;;;;;;;50;1.698970004;6.666666667
;;;;;;;;37;1.568201724;33.33333333
;;;;;;;;32;1.505149978;66.66666667
;;;;;;;;813;2.910090546;73.33333333
;;;;;;;;36;1.556302501;66.66666667
;;;;;;;;24;1.380211242;40
;;;;;;;;105;2.021189299;86.66666667
;;;;;;;;17;1.230448921;66.66666667
;;;;;;;;53;1.72427587;73.33333333
;;;;;;;;12;1.079181246;33.33333333
;;;;;;;;139;2.1430148;73.33333333
;;;;;;;;75;1.875061263;66.66666667
;;;;;;;;262;2.418301291;60
;;;;;;;;78;1.892094603;33.33333333
;;;;;;;;94;1.973127854;73.33333333
;;;;;;;;36;1.556302501;86.66666667
;;;;;;;;5;0.698970004;13.33333333
;;;;;;;;546;2.737192643;100
;;;;;;;;17;1.230448921;46.66666667
;;;;;;;;1;0;6.666666667
;;;;;;;;3024;3.480581787;93.33333333
;;;;;;;;3;0.477121255;13.33333333
;;;;;;;;341;2.532754379;53.33333333
;;;;;;;;25;1.397940009;46.66666667
;;;;;;;;23;1.361727836;26.66666667
;;;;;;;;126;2.100370545;53.33333333
;;;;;;;;1;0;6.666666667
;;;;;;;;10;1;20
;;;;;;;;130;2.113943352;60
;;;;;;;;38;1.579783597;93.33333333
;;;;;;;;6;0.77815125;20
;;;;;;;;9;0.954242509;20
;;;;;;;;12;1.079181246;20
;;;;;;;;78;1.892094603;46.66666667
;;;;;;;;10;1;53.33333333
;;;;;;;;18;1.255272505;13.33333333
;;;;;;;;21;1.322219295;13.33333333
;;;;;;;;8;0.903089987;20
;;;;;;;;131;2.117271296;80
;;;;;;;;10;1;20
;;;;;;;;428;2.631443769;80
;;;;;;;;77;1.886490725;66.66666667
;;;;;;;;101;2.004321374;93.33333333
;;;;;;;;11230;4.050379756;100
;;;;;;;;49;1.69019608;40
;;;;;;;;12;1.079181246;46.66666667
;;;;;;;;56;1.748188027;33.33333333
;;;;;;;;75;1.875061263;13.33333333
;;;;;;;;76;1.880813592;46.66666667
;;;;;;;;104;2.017033339;73.33333333
;;;;;;;;37;1.568201724;66.66666667
;;;;;;;;48;1.681241237;93.33333333
;;;;;;;;50;1.698970004;6.666666667
;;;;;;;;16;1.204119983;33.33333333
;;;;;;;;54;1.73239376;33.33333333
;;;;;;;;22;1.342422681;20
;;;;;;;;425;2.62838893;60
;;;;;;;;111;2.045322979;13.33333333
;;;;;;;;225;2.352182518;100
;;;;;;;;151;2.178976947;86.66666667
;;;;;;;;41;1.612783857;60
;;;;;;;;13;1.113943352;13.33333333
;;;;;;;;8;0.903089987;40
;;;;;;;;53;1.72427587;6.666666667
;;;;;;;;68;1.832508913;86.66666667
;;;;;;;;10;1;46.66666667
;;;;;;;;5;0.698970004;13.33333333
;;;;;;;;32;1.505149978;33.33333333
;;;;;;;;932;2.969415912;100
;;;;;;;;362;2.558708571;33.33333333
;;;;;;;;11;1.041392685;33.33333333
;;;;;;;;13;1.113943352;46.66666667
;;;;;;;;117;2.068185862;46.66666667
;;;;;;;;19;1.278753601;20
;;;;;;;;37;1.568201724;60
;;;;;;;;20;1.301029996;13.33333333
;;;;;;;;146;2.164352856;93.33333333
;;;;;;;;35;1.544068044;60
;;;;;;;;2575;3.410777233;100
;;;;;;;;10;1;20
;;;;;;;;27;1.431363764;46.66666667
;;;;;;;;57;1.755874856;60
;;;;;;;;174;2.240549248;60
;;;;;;;;19;1.278753601;46.66666667
;;;;;;;;61;1.785329835;80
;;;;;;;;8;0.903089987;33.33333333
;;;;;;;;6;0.77815125;26.66666667
;;;;;;;;77;1.886490725;73.33333333
;;;;;;;;12;1.079181246;13.33333333
;;;;;;;;51;1.707570176;80
;;;;;;;;7;0.84509804;13.33333333
;;;;;;;;3;0.477121255;20
;;;;;;;;40;1.602059991;60
;;;;;;;;98;1.991226076;80
;;;;;;;;7;0.84509804;6.666666667
;;;;;;;;20;1.301029996;13.33333333
;;;;;;;;372;2.57054294;86.66666667
;;;;;;;;20;1.301029996;26.66666667
;;;;;;;;4;0.602059991;26.66666667
;;;;;;;;19;1.278753601;20
;;;;;;;;29;1.462397998;13.33333333
;;;;;;;;6;0.77815125;13.33333333
;;;;;;;;39;1.591064607;40
;;;;;;;;66;1.819543936;73.33333333
;;;;;;;;9;0.954242509;40
;;;;;;;;282;2.450249108;100
;;;;;;;;24;1.380211242;26.66666667
;;;;;;;;46;1.662757832;53.33333333
;;;;;;;;70;1.84509804;93.33333333
;;;;;;;;115;2.06069784;20
;;;;;;;;4;0.602059991;20
;;;;;;;;9;0.954242509;6.666666667
;;;;;;;;18;1.255272505;13.33333333
;;;;;;;;3;0.477121255;13.33333333
;;;;;;;;14;1.146128036;46.66666667
;;;;;;;;10;1;13.33333333
;;;;;;;;101;2.004321374;93.33333333
;;;;;;;;50;1.698970004;73.33333333
;;;;;;;;3;0.477121255;6.666666667
;;;;;;;;80;1.903089987;6.666666667
;;;;;;;;59;1.770852012;73.33333333
;;;;;;;;12;1.079181246;40
;;;;;;;;22;1.342422681;13.33333333
;;;;;;;;11;1.041392685;46.66666667
;;;;;;;;78;1.892094603;26.66666667
;;;;;;;;6;0.77815125;26.66666667
;;;;;;;;37;1.568201724;26.66666667
;;;;;;;;20;1.301029996;26.66666667
;;;;;;;;471;2.673020907;93.33333333
;;;;;;;;46;1.662757832;20
;;;;;;;;12;1.079181246;26.66666667
;;;;;;;;1;0;6.666666667
;;;;;;;;22;1.342422681;20
;;;;;;;;11;1.041392685;6.666666667
;;;;;;;;12;1.079181246;13.33333333
;;;;;;;;33;1.51851394;40
;;;;;;;;5;0.698970004;13.33333333
;;;;;;;;12;1.079181246;33.33333333
;;;;;;;;24;1.380211242;40
;;;;;;;;121;2.08278537;80
;;;;;;;;16;1.204119983;6.666666667
;;;;;;;;6;0.77815125;13.33333333
;;;;;;;;36;1.556302501;66.66666667
;;;;;;;;30;1.477121255;6.666666667
;;;;;;;;451;2.654176542;86.66666667
;;;;;;;;51;1.707570176;46.66666667
;;;;;;;;11;1.041392685;26.66666667
;;;;;;;;22;1.342422681;40
;;;;;;;;9;0.954242509;6.666666667
;;;;;;;;384;2.584331224;93.33333333
;;;;;;;;46;1.662757832;53.33333333
;;;;;;;;16;1.204119983;33.33333333
;;;;;;;;58;1.763427994;100
;;;;;;;;10;1;40
;;;;;;;;19;1.278753601;20
;;;;;;;;45;1.653212514;66.66666667
;;;;;;;;21;1.322219295;60
;;;;;;;;22;1.342422681;46.66666667
;;;;;;;;97;1.986771734;40
;;;;;;;;87;1.939519253;100
;;;;;;;;55;1.740362689;26.66666667
;;;;;;;;2;0.301029996;6.666666667
;;;;;;;;29;1.462397998;66.66666667
;;;;;;;;64;1.806179974;66.66666667
;;;;;;;;43;1.633468456;80
;;;;;;;;17;1.230448921;13.33333333
;;;;;;;;34;1.531478917;40
;;;;;;;;105;2.021189299;13.33333333
;;;;;;;;3;0.477121255;13.33333333
;;;;;;;;44;1.643452676;66.66666667
;;;;;;;;338;2.5289167;80
;;;;;;;;3;0.477121255;13.33333333
;;;;;;;;28;1.447158031;46.66666667
;;;;;;;;40;1.602059991;26.66666667
;;;;;;;;73;1.86332286;20
;;;;;;;;11;1.041392685;13.33333333
;;;;;;;;39;1.591064607;73.33333333
;;;;;;;;10;1;13.33333333
;;;;;;;;56;1.748188027;20
;;;;;;;;2;0.301029996;6.666666667
;;;;;;;;30;1.477121255;13.33333333
;;;;;;;;12;1.079181246;20
;;;;;;;;15;1.176091259;26.66666667
;;;;;;;;10;1;40
;;;;;;;;38;1.579783597;26.66666667
;;;;;;;;3;0.477121255;20
;;;;;;;;94;1.973127854;60
;;;;;;;;153;2.184691431;26.66666667
;;;;;;;;23;1.361727836;6.666666667
;;;;;;;;14;1.146128036;6.666666667
;;;;;;;;148;2.170261715;73.33333333
;;;;;;;;70;1.84509804;100
;;;;;;;;40;1.602059991;60
;;;;;;;;195;2.290034611;80
;;;;;;;;35;1.544068044;13.33333333
;;;;;;;;42;1.62324929;13.33333333
;;;;;;;;16;1.204119983;6.666666667
;;;;;;;;2;0.301029996;13.33333333
;;;;;;;;5;0.698970004;20
;;;;;;;;113;2.053078443;73.33333333
;;;;;;;;342;2.534026106;26.66666667
;;;;;;;;941;2.973589623;86.66666667
;;;;;;;;14;1.146128036;13.33333333
;;;;;;;;10;1;13.33333333
;;;;;;;;11;1.041392685;20
;;;;;;;;137;2.136720567;40
;;;;;;;;214;2.330413773;86.66666667
;;;;;;;;11;1.041392685;53.33333333
;;;;;;;;1;0;6.666666667
;;;;;;;;365;2.562292864;100
;;;;;;;;27;1.431363764;66.66666667
;;;;;;;;20;1.301029996;13.33333333
