OTU;C.Tu;C.Td;T.TTu;T.TTd;TT.CTu;TT.CTd;model.StARS_0.08;ASV total abundance;ASV total abundance (log10);Prevalence
;;;;;;;;13;1.113943352;6.666666667
;;;;;;;;17;1.230448921;6.666666667
;;;;;;;;1369;3.136403448;100
;;;;;;;;18;1.255272505;13.33333333
;;;;;;;;107;2.029383778;33.33333333
;;;;;;;;45;1.653212514;20
;;;;;;;;21;1.322219295;13.33333333
;;;;;;;;72;1.857332496;40
;;;;;;;;18;1.255272505;13.33333333
;;;;;;;;13;1.113943352;6.666666667
;;;;;;;;919;2.963315511;100
;;;;;;;;37;1.568201724;13.33333333
;;;;;;;;154;2.187520721;6.666666667
;;;;;;;;12;1.079181246;6.666666667
;;;;;;;;68;1.832508913;20
;;;;;;;;1912;3.281487888;93.33333333
;;;;;;;;31;1.491361694;26.66666667
;;;;;;;;87;1.939519253;80
;;;;;;;;1827;3.261738547;100
;;;;;;;;68;1.832508913;20
;;;;;;;;56;1.748188027;6.666666667
;;;;;;;;65;1.812913357;66.66666667
;;;;;;;;63;1.799340549;20
;;;;;;;;47;1.672097858;6.666666667
;;;;;;;;53;1.72427587;13.33333333
;;;;;;;;14;1.146128036;6.666666667
;;;;;;;;382;2.582063363;80
;;;;;;;;13;1.113943352;6.666666667
;;;;;;;;15;1.176091259;26.66666667
;;;;;;;;16;1.204119983;13.33333333
;;;;;;;;7;0.84509804;40
;;;;;;;;24;1.380211242;6.666666667
;;;;;;;;32;1.505149978;6.666666667
;;;;;;;;3;0.477121255;13.33333333
;;;;;;;;14;1.146128036;13.33333333
;;;;;;;;16;1.204119983;6.666666667
;;;;;;;;24;1.380211242;13.33333333
;;;;;;;;19;1.278753601;6.666666667
;;;;;;;;60;1.77815125;80
;;;;;;;;32;1.505149978;13.33333333
;;;;;;;;26;1.414973348;33.33333333
;;;;;;;;43;1.633468456;13.33333333
;;;;;;;;63;1.799340549;26.66666667
;;;;;;;;26;1.414973348;6.666666667
;;;;;;;;8982;3.953373051;100
;;;;;;;;2063;3.314499228;93.33333333
;;;;;;;;46;1.662757832;6.666666667
;;;;;;;;4;0.602059991;6.666666667
;;;;;;;;22;1.342422681;6.666666667
;;;;;;;;46;1.662757832;13.33333333
;;;;;;;;52;1.716003344;26.66666667
;;;;;;;;57;1.755874856;26.66666667
;;;;;;;;11;1.041392685;6.666666667
;;;;;;;;37;1.568201724;6.666666667
;;;;;;;;6;0.77815125;26.66666667
;;;;;;;;45;1.653212514;46.66666667
;;;;;;;;14;1.146128036;6.666666667
;;;;;;;;20;1.301029996;13.33333333
;;;;;;;;139;2.1430148;33.33333333
;;;;;;;;20;1.301029996;20
;;;;;;;;31;1.491361694;6.666666667
;;;;;;;;159;2.201397124;93.33333333
;;;;;;;;2075;3.317018101;93.33333333
;;;;;;;;18;1.255272505;6.666666667
;;;;;;;;15;1.176091259;13.33333333
;;;;;;;;214;2.330413773;100
;;;;;;;;19;1.278753601;33.33333333
;;;;;;;;30;1.477121255;6.666666667
;;;;;;;;22;1.342422681;20
;;;;;;;;66;1.819543936;13.33333333
;;;;;;;;191;2.281033367;86.66666667
;;;;;;;;57;1.755874856;26.66666667
;;;;;;;;33;1.51851394;33.33333333
;;;;;;;;26;1.414973348;33.33333333
;;;;;;;;15;1.176091259;6.666666667
;;;;;;;;32;1.505149978;20
;;;;;;;;109;2.037426498;73.33333333
;;;;;;;;342;2.534026106;46.66666667
;;;;;;;;12;1.079181246;6.666666667
;;;;;;;;69;1.838849091;60
;;;;;;;;1;0;6.666666667
;;;;;;;;53;1.72427587;20
;;;;;;;;73;1.86332286;40
;;;;;;;;24;1.380211242;13.33333333
;;;;;;;;32;1.505149978;33.33333333
;;;;;;;;55;1.740362689;60
;;;;;;;;27;1.431363764;13.33333333
;;;;;;;;43;1.633468456;26.66666667
;;;;;;;;19;1.278753601;6.666666667
;;;;;;;;116;2.064457989;80
;;;;;;;;47;1.672097858;46.66666667
;;;;;;;;39;1.591064607;6.666666667
;;;;;;;;44;1.643452676;80
;;;;;;;;31;1.491361694;26.66666667
;;;;;;;;16;1.204119983;20
;;;;;;;;41;1.612783857;26.66666667
;;;;;;;;89;1.949390007;20
;;;;;;;;1406;3.147985321;93.33333333
;;;;;;;;23;1.361727836;33.33333333
;;;;;;;;172;2.235528447;40
;;;;;;;;14;1.146128036;6.666666667
;;;;;;;;74;1.86923172;80
;;;;;;;;15;1.176091259;60
;;;;;;;;121;2.08278537;93.33333333
;;;;;;;;7;0.84509804;6.666666667
;;;;;;;;31;1.491361694;13.33333333
;;;;;;;;27;1.431363764;6.666666667
;;;;;;;;90;1.954242509;13.33333333
;;;;;;;;17;1.230448921;20
;;;;;;;;23;1.361727836;40
;;;;;;;;26;1.414973348;6.666666667
;;;;;;;;17;1.230448921;20
;;;;;;;;4235;3.626853415;93.33333333
;;;;;;;;15;1.176091259;6.666666667
;;;;;;;;92;1.963787827;93.33333333
;;;;;;;;55;1.740362689;13.33333333
;;;;;;;;54;1.73239376;80
;;;;;;;;32;1.505149978;6.666666667
;;;;;;;;13;1.113943352;13.33333333
;;;;;;;;27;1.431363764;13.33333333
;;;;;;;;12;1.079181246;40
;;;;;;;;2;0.301029996;13.33333333
;;;;;;;;55;1.740362689;80
;;;;;;;;46;1.662757832;26.66666667
;;;;;;;;439;2.64246452;80
;;;;;;;;10;1;26.66666667
;;;;;;;;22;1.342422681;60
;;;;;;;;388;2.588831726;60
;;;;;;;;34;1.531478917;40
;;;;;;;;52;1.716003344;26.66666667
;;;;;;;;39;1.591064607;6.666666667
;;;;;;;;2;0.301029996;13.33333333
;;;;;;;;28;1.447158031;6.666666667
;;;;;;;;26;1.414973348;33.33333333
;;;;;;;;34;1.531478917;6.666666667
;;;;;;;;4;0.602059991;13.33333333
;;;;;;;;34;1.531478917;33.33333333
;;;;;;;;150;2.176091259;80
;;;;;;;;77;1.886490725;20
;;;;;;;;170;2.230448921;86.66666667
;;;;;;;;43;1.633468456;26.66666667
;;;;;;;;4;0.602059991;20
;;;;;;;;45;1.653212514;40
;;;;;;;;1;0;6.666666667
;;;;;;;;284;2.45331834;20
;;;;;;;;18;1.255272505;6.666666667
;;;;;;;;73;1.86332286;46.66666667
;;;;;;;;54;1.73239376;20
;;;;;;;;82;1.913813852;33.33333333
;;;;;;;;85;1.929418926;86.66666667
;;;;;;;;18;1.255272505;20
;;;;;;;;107;2.029383778;40
;;;;;;;;39;1.591064607;13.33333333
;;;;;;;;35;1.544068044;80
;;;;;;;;104;2.017033339;33.33333333
;;;;;;;;369;2.567026366;100
;;;;;;;;14;1.146128036;20
;;;;;;;;9;0.954242509;33.33333333
;;;;;;;;4;0.602059991;20
;;;;;;;;122;2.086359831;20
;;;;;;;;20;1.301029996;40
;;;;;;;;628;2.797959644;66.66666667
;;;;;;;;1;0;6.666666667
;;;;;;;;3;0.477121255;20
;;;;;;;;12;1.079181246;60
;;;;;;;;204;2.309630167;13.33333333
;;;;;;;;3734;3.572174314;100
;;;;;;;;154;2.187520721;33.33333333
;;;;;;;;25;1.397940009;66.66666667
;;;;;;;;134;2.127104798;6.666666667
;;;;;;;;11;1.041392685;20
;;;;;;;;28;1.447158031;46.66666667
;;;;;;;;3018;3.479719235;86.66666667
;;;;;;;;6;0.77815125;26.66666667
;;;;;;;;6;0.77815125;40
;;;;;;;;14;1.146128036;40
;;;;;;;;8;0.903089987;20
;;;;;;;;695;2.841984805;93.33333333
;;;;;;;;2;0.301029996;13.33333333
;;;;;;;;11;1.041392685;46.66666667
;;;;;;;;100;2;40
;;;;;;;;3;0.477121255;20
;;;;;;;;20;1.301029996;6.666666667
;;;;;;;;22;1.342422681;33.33333333
;;;;;;;;10;1;33.33333333
;;;;;;;;45;1.653212514;26.66666667
;;;;;;;;3;0.477121255;13.33333333
;;;;;;;;73;1.86332286;80
;;;;;;;;195;2.290034611;33.33333333
;;;;;;;;184;2.264817823;40
;;;;;;;;26;1.414973348;73.33333333
;;;;;;;;23;1.361727836;20
;;;;;;;;4;0.602059991;26.66666667
;;;;;;;;218;2.338456494;73.33333333
;;;;;;;;15;1.176091259;53.33333333
;;;;;;;;5;0.698970004;26.66666667
;;;;;;;;32;1.505149978;60
;;;;;;;;23;1.361727836;73.33333333
;;;;;;;;12;1.079181246;33.33333333
;;;;;;;;26;1.414973348;80
;;;;;;;;38;1.579783597;93.33333333
;;;;;;;;4189;3.62211036;100
;;;;;;;;309;2.489958479;80
;;;;;;;;10;1;26.66666667
;;;;;;;;102;2.008600172;80
;;;;;;;;43;1.633468456;66.66666667
;;;;;;;;139;2.1430148;73.33333333
;;;;;;;;4;0.602059991;6.666666667
;;;;;;;;8678;3.938419646;100
;;;;;;;;17;1.230448921;20
;;;;;;;;188;2.274157849;60
;;;;;;;;47;1.672097858;33.33333333
;;;;;;;;11;1.041392685;46.66666667
;;;;;;;;17;1.230448921;46.66666667
;;;;;;;;36;1.556302501;60
;;;;;;;;10;1;33.33333333
;;;;;;;;20;1.301029996;46.66666667
;;;;;;;;13;1.113943352;33.33333333
;;;;;;;;11;1.041392685;20
;;;;;;;;1713;3.233757363;86.66666667
;;;;;;;;39;1.591064607;86.66666667
;;;;;;;;63;1.799340549;80
;;;;;;;;1244;3.09482038;100
;;;;;;;;15;1.176091259;13.33333333
;;;;;;;;70;1.84509804;26.66666667
;;;;;;;;79;1.897627091;80
;;;;;;;;44;1.643452676;53.33333333
;;;;;;;;90;1.954242509;80
;;;;;;;;3;0.477121255;20
;;;;;;;;78;1.892094603;53.33333333
;;;;;;;;394;2.595496222;93.33333333
;;;;;;;;108;2.033423755;80
;;;;;;;;8;0.903089987;26.66666667
;;;;;;;;15;1.176091259;60
;;;;;;;;4;0.602059991;13.33333333
;;;;;;;;43;1.633468456;80
;;;;;;;;92;1.963787827;46.66666667
;;;;;;;;2146;3.331629718;100
;;;;;;;;15;1.176091259;40
;;;;;;;;2022;3.305781151;93.33333333
;;;;;;;;2055;3.312811826;100
;;;;;;;;6;0.77815125;20
;;;;;;;;22;1.342422681;53.33333333
;;;;;;;;16;1.204119983;26.66666667
;;;;;;;;1430;3.155336037;73.33333333
;;;;;;;;67;1.826074803;33.33333333
;;;;;;;;69;1.838849091;93.33333333
;;;;;;;;541;2.733197265;40
;;;;;;;;38;1.579783597;26.66666667
;;;;;;;;18;1.255272505;60
;;;;;;;;21;1.322219295;40
;;;;;;;;3;0.477121255;20
;;;;;;;;1831;3.262688344;100
;;;;;;;;1;0;6.666666667
;;;;;;;;433;2.636487896;100
;;;;;;;;3858;3.586362223;86.66666667
;;;;;;;;28;1.447158031;26.66666667
;;;;;;;;32;1.505149978;40
;;;;;;;;1475;3.16879202;93.33333333
;;;;;;;;4;0.602059991;13.33333333
;;;;;;;;380;2.579783597;80
;;;;;;;;8;0.903089987;20
;;;;;;;;9;0.954242509;26.66666667
;;;;;;;;41;1.612783857;60
;;;;;;;;95;1.977723605;53.33333333
;;;;;;;;102;2.008600172;60
;;;;;;;;27158;4.433897784;100
;;;;;;;;209;2.320146286;86.66666667
;;;;;;;;49;1.69019608;66.66666667
;;;;;;;;44;1.643452676;100
;;;;;;;;241;2.382017043;80
;;;;;;;;1;0;6.666666667
;;;;;;;;276;2.440909082;13.33333333
;;;;;;;;56;1.748188027;66.66666667
;;;;;;;;37;1.568201724;20
;;;;;;;;895;2.951823035;73.33333333
;;;;;;;;12;1.079181246;53.33333333
;;;;;;;;40;1.602059991;53.33333333
;;;;;;;;4376;3.641077313;93.33333333
;;;;;;;;949;2.977266212;100
;;;;;;;;40;1.602059991;53.33333333
;;;;;;;;34;1.531478917;26.66666667
;;;;;;;;97;1.986771734;46.66666667
;;;;;;;;35;1.544068044;6.666666667
;;;;;;;;20;1.301029996;40
;;;;;;;;36;1.556302501;66.66666667
;;;;;;;;84;1.924279286;66.66666667
;;;;;;;;238;2.376576957;66.66666667
;;;;;;;;1515;3.180412633;73.33333333
;;;;;;;;2;0.301029996;6.666666667
;;;;;;;;72;1.857332496;33.33333333
;;;;;;;;6;0.77815125;33.33333333
;;;;;;;;15;1.176091259;40
;;;;;;;;238;2.376576957;93.33333333
;;;;;;;;161;2.206825876;80
;;;;;;;;2;0.301029996;6.666666667
;;;;;;;;126;2.100370545;26.66666667
;;;;;;;;66;1.819543936;66.66666667
;;;;;;;;69;1.838849091;60
;;;;;;;;9;0.954242509;6.666666667
;;;;;;;;35;1.544068044;73.33333333
;;;;;;;;290;2.462397998;93.33333333
;;;;;;;;324;2.51054501;60
;;;;;;;;143;2.155336037;93.33333333
;;;;;;;;3;0.477121255;20
;;;;;;;;13;1.113943352;20
;;;;;;;;30;1.477121255;53.33333333
;;;;;;;;59;1.770852012;6.666666667
;;;;;;;;406;2.608526034;93.33333333
;;;;;;;;29;1.462397998;60
;;;;;;;;6;0.77815125;20
;;;;;;;;396;2.597695186;73.33333333
;;;;;;;;15;1.176091259;66.66666667
;;;;;;;;998;2.999130541;60
;;;;;;;;428;2.631443769;93.33333333
;;;;;;;;114;2.056904851;60
;;;;;;;;7;0.84509804;13.33333333
;;;;;;;;40;1.602059991;53.33333333
;;;;;;;;113;2.053078443;53.33333333
;;;;;;;;409;2.611723308;93.33333333
;;;;;;;;162;2.209515015;40
;;;;;;;;24359;4.386659455;100
;;;;;;;;22;1.342422681;13.33333333
;;;;;;;;412;2.614897216;100
;;;;;;;;22;1.342422681;26.66666667
;;;;;;;;1719;3.235275877;100
;;;;;;;;53;1.72427587;73.33333333
;;;;;;;;39;1.591064607;86.66666667
;;;;;;;;23;1.361727836;33.33333333
;;;;;;;;651;2.813580989;100
;;;;;;;;18;1.255272505;60
;;;;;;;;487;2.687528961;80
;;;;;;;;10;1;53.33333333
;;;;;;;;80;1.903089987;26.66666667
;;;;;;;;184;2.264817823;86.66666667
;;;;;;;;611;2.78604121;73.33333333
;;;;;;;;119;2.075546961;53.33333333
;;;;;;;;12;1.079181246;46.66666667
;;;;;;;;69;1.838849091;26.66666667
;;;;;;;;68;1.832508913;6.666666667
;;;;;;;;10;1;26.66666667
;;;;;;;;395;2.596597096;66.66666667
;;;;;;;;2380;3.376576957;80
;;;;;;;;769;2.88592634;93.33333333
;;;;;;;;5;0.698970004;13.33333333
;;;;;;;;2;0.301029996;13.33333333
;;;;;;;;3806;3.580468784;93.33333333
;;;;;;;;7;0.84509804;40
;;;;;;;;527;2.721810615;93.33333333
;;;;;;;;177;2.247973266;53.33333333
;;;;;;;;59;1.770852012;26.66666667
;;;;;;;;46;1.662757832;80
;;;;;;;;34;1.531478917;73.33333333
;;;;;;;;565;2.752048448;66.66666667
;;;;;;;;66;1.819543936;100
;;;;;;;;276;2.440909082;73.33333333
;;;;;;;;1945;3.288919606;100
;;;;;;;;242;2.383815366;100
;;;;;;;;413;2.615950052;80
;;;;;;;;175;2.243038049;80
;;;;;;;;35;1.544068044;46.66666667
;;;;;;;;10;1;13.33333333
;;;;;;;;7;0.84509804;46.66666667
;;;;;;;;1695;3.229169703;100
;;;;;;;;748;2.873901598;100
;;;;;;;;8;0.903089987;20
;;;;;;;;5;0.698970004;13.33333333
;;;;;;;;40;1.602059991;80
;;;;;;;;72;1.857332496;53.33333333
;;;;;;;;8;0.903089987;20
;;;;;;;;2900;3.462397998;100
;;;;;;;;941;2.973589623;100
;;;;;;;;18;1.255272505;53.33333333
;;;;;;;;3;0.477121255;13.33333333
;;;;;;;;5;0.698970004;13.33333333
;;;;;;;;49;1.69019608;46.66666667
;;;;;;;;1246;3.095518042;100
;;;;;;;;42;1.62324929;86.66666667
;;;;;;;;350;2.544068044;86.66666667
;;;;;;;;84;1.924279286;93.33333333
;;;;;;;;14;1.146128036;60
;;;;;;;;113;2.053078443;20
;;;;;;;;274;2.437750563;86.66666667
;;;;;;;;26;1.414973348;80
;;;;;;;;7;0.84509804;20
;;;;;;;;44;1.643452676;40
;;;;;;;;30;1.477121255;33.33333333
;;;;;;;;9;0.954242509;26.66666667
;;;;;;;;286;2.456366033;100
;;;;;;;;80;1.903089987;86.66666667
;;;;;;;;4;0.602059991;6.666666667
;;;;;;;;175;2.243038049;66.66666667
;;;;;;;;9;0.954242509;40
;;;;;;;;2;0.301029996;6.666666667
;;;;;;;;5;0.698970004;13.33333333
;;;;;;;;70;1.84509804;86.66666667
;;;;;;;;1;0;6.666666667
;;;;;;;;8;0.903089987;20
;;;;;;;;30;1.477121255;86.66666667
;;;;;;;;5;0.698970004;13.33333333
;;;;;;;;1697;3.229681842;100
;;;;;;;;59;1.770852012;46.66666667
;;;;;;;;1;0;6.666666667
;;;;;;;;142;2.152288344;53.33333333
;;;;;;;;250;2.397940009;80
;;;;;;;;262;2.418301291;93.33333333
;;;;;;;;13;1.113943352;20
;;;;;;;;172;2.235528447;26.66666667
;;;;;;;;4101;3.612889769;100
;;;;;;;;84;1.924279286;46.66666667
;;;;;;;;32;1.505149978;60
;;;;;;;;22;1.342422681;53.33333333
;;;;;;;;34;1.531478917;40
;;;;;;;;50;1.698970004;46.66666667
;;;;;;;;59;1.770852012;66.66666667
;;;;;;;;175;2.243038049;40
;;;;;;;;2;0.301029996;13.33333333
;;;;;;;;7;0.84509804;26.66666667
;;;;;;;;27;1.431363764;13.33333333
;;;;;;;;63;1.799340549;80
;;;;;;;;52;1.716003344;40
;;;;;;;;26;1.414973348;33.33333333
;;;;;;;;46719;4.669493538;100
;;;;;;;;2703;3.431846046;100
;;;;;;;;2;0.301029996;13.33333333
;;;;;;;;160;2.204119983;80
;;;;;;;;12;1.079181246;33.33333333
;;;;;;;;1;0;6.666666667
;;;;;;;;19;1.278753601;20
;;;;;;;;17;1.230448921;20
;;;;;;;;26;1.414973348;73.33333333
;;;;;;;;45;1.653212514;80
;;;;;;;;198;2.29666519;86.66666667
;;;;;;;;72;1.857332496;93.33333333
;;;;;;;;353;2.547774705;40
;;;;;;;;20;1.301029996;26.66666667
;;;;;;;;24;1.380211242;33.33333333
;;;;;;;;16;1.204119983;26.66666667
;;;;;;;;1;0;6.666666667
;;;;;;;;51;1.707570176;66.66666667
;;;;;;;;57;1.755874856;46.66666667
;;;;;;;;49;1.69019608;46.66666667
;;;;;;;;5;0.698970004;26.66666667
;;;;;;;;9;0.954242509;26.66666667
;;;;;;;;41;1.612783857;46.66666667
;;;;;;;;70;1.84509804;46.66666667
;;;;;;;;23;1.361727836;20
;;;;;;;;28;1.447158031;66.66666667
;;;;;;;;894;2.951337519;93.33333333
;;;;;;;;1;0;6.666666667
;;;;;;;;8;0.903089987;40
;;;;;;;;78;1.892094603;80
;;;;;;;;972;2.987666265;100
;;;;;;;;36;1.556302501;80
;;;;;;;;5;0.698970004;20
;;;;;;;;105;2.021189299;26.66666667
;;;;;;;;63;1.799340549;53.33333333
;;;;;;;;7;0.84509804;20
;;;;;;;;4198;3.623042434;100
;;;;;;;;338;2.5289167;80
;;;;;;;;21;1.322219295;20
;;;;;;;;66;1.819543936;40
;;;;;;;;69;1.838849091;33.33333333
;;;;;;;;17;1.230448921;53.33333333
;;;;;;;;7;0.84509804;20
;;;;;;;;24;1.380211242;20
;;;;;;;;106;2.025305865;93.33333333
;;;;;;;;46;1.662757832;40
;;;;;;;;22;1.342422681;40
;;;;;;;;11;1.041392685;20
;;;;;;;;29;1.462397998;80
;;;;;;;;17;1.230448921;60
;;;;;;;;372;2.57054294;73.33333333
;;;;;;;;13;1.113943352;26.66666667
;;;;;;;;301;2.478566496;86.66666667
;;;;;;;;3;0.477121255;13.33333333
;;;;;;;;6;0.77815125;33.33333333
;;;;;;;;76;1.880813592;53.33333333
;;;;;;;;18;1.255272505;53.33333333
;;;;;;;;85;1.929418926;73.33333333
;;;;;;;;8;0.903089987;40
;;;;;;;;2;0.301029996;6.666666667
;;;;;;;;574;2.758911892;86.66666667
;;;;;;;;414;2.617000341;100
;;;;;;;;142;2.152288344;80
;;;;;;;;504;2.702430536;80
;;;;;;;;4;0.602059991;20
;;;;;;;;96;1.982271233;73.33333333
;;;;;;;;330;2.51851394;86.66666667
;;;;;;;;1044;3.018700499;80
;;;;;;;;49;1.69019608;93.33333333
;;;;;;;;26;1.414973348;20
;;;;;;;;1149;3.060320029;93.33333333
;;;;;;;;59;1.770852012;86.66666667
;;;;;;;;78;1.892094603;66.66666667
;;;;;;;;89;1.949390007;100
;;;;;;;;40;1.602059991;60
;;;;;;;;1144;3.058426024;100
;;;;;;;;217;2.336459734;46.66666667
;;;;;;;;7;0.84509804;26.66666667
;;;;;;;;551;2.741151599;100
;;;;;;;;19;1.278753601;46.66666667
;;;;;;;;360;2.556302501;93.33333333
;;;;;;;;34;1.531478917;60
;;;;;;;;2;0.301029996;13.33333333
;;;;;;;;830;2.919078092;100
;;;;;;;;169;2.227886705;100
;;;;;;;;147;2.167317335;53.33333333
;;;;;;;;10;1;26.66666667
;;;;;;;;5;0.698970004;26.66666667
;;;;;;;;701;2.845718018;86.66666667
;;;;;;;;150;2.176091259;86.66666667
;;;;;;;;50;1.698970004;86.66666667
;;;;;;;;221;2.344392274;100
;;;;;;;;44;1.643452676;80
;;;;;;;;31352;4.49626525;100
;;;;;;;;16;1.204119983;40
;;;;;;;;37;1.568201724;53.33333333
;;;;;;;;39;1.591064607;86.66666667
;;;;;;;;106;2.025305865;60
;;;;;;;;127;2.103803721;53.33333333
;;;;;;;;5;0.698970004;6.666666667
;;;;;;;;16;1.204119983;40
;;;;;;;;659;2.818885415;46.66666667
;;;;;;;;109;2.037426498;20
;;;;;;;;9;0.954242509;46.66666667
;;;;;;;;54;1.73239376;13.33333333
;;;;;;;;225;2.352182518;66.66666667
;;;;;;;;529;2.723455672;80
;;;;;;;;107;2.029383778;53.33333333
;;;;;;;;1180;3.071882007;100
;;;;;;;;27;1.431363764;40
;;;;;;;;16;1.204119983;6.666666667
;;;;;;;;13;1.113943352;46.66666667
;;;;;;;;5825;3.76529593;100
;;;;;;;;32;1.505149978;40
;;;;;;;;28;1.447158031;60
;;;;;;;;60;1.77815125;53.33333333
;;;;;;;;29;1.462397998;66.66666667
;;;;;;;;6;0.77815125;40
;;;;;;;;63;1.799340549;20
;;;;;;;;23;1.361727836;26.66666667
;;;;;;;;107;2.029383778;73.33333333
;;;;;;;;184;2.264817823;73.33333333
;;;;;;;;4;0.602059991;26.66666667
;;;;;;;;77;1.886490725;60
;;;;;;;;8;0.903089987;13.33333333
;;;;;;;;83;1.919078092;66.66666667
;;;;;;;;3;0.477121255;20
;;;;;;;;6;0.77815125;13.33333333
;;;;;;;;44;1.643452676;53.33333333
;;;;;;;;11;1.041392685;20
;;;;;;;;1610;3.206825876;86.66666667
;;;;;;;;36;1.556302501;40
;;;;;;;;807;2.906873535;100
;;;;;;;;151;2.178976947;46.66666667
;;;;;;;;25;1.397940009;6.666666667
;;;;;;;;4;0.602059991;26.66666667
;;;;;;;;1;0;6.666666667
;;;;;;;;13;1.113943352;26.66666667
;;;;;;;;249;2.396199347;93.33333333
;;;;;;;;249;2.396199347;100
;;;;;;;;2747;3.438858659;100
;;;;;;;;15;1.176091259;6.666666667
;;;;;;;;3;0.477121255;6.666666667
;;;;;;;;7;0.84509804;40
;;;;;;;;4;0.602059991;20
;;;;;;;;1;0;6.666666667
;;;;;;;;182;2.260071388;66.66666667
;;;;;;;;432;2.635483747;100
;;;;;;;;94;1.973127854;80
;;;;;;;;121;2.08278537;20
;;;;;;;;10;1;40
;;;;;;;;10;1;40
;;;;;;;;2;0.301029996;6.666666667
;;;;;;;;30;1.477121255;26.66666667
;;;;;;;;1;0;6.666666667
;;;;;;;;24;1.380211242;60
;;;;;;;;31;1.491361694;53.33333333
;;;;;;;;103;2.012837225;66.66666667
;;;;;;;;15;1.176091259;33.33333333
;;;;;;;;7;0.84509804;26.66666667
;;;;;;;;65;1.812913357;73.33333333
;;;;;;;;2;0.301029996;6.666666667
;;;;;;;;6;0.77815125;26.66666667
;;;;;;;;19;1.278753601;20
;;;;;;;;6;0.77815125;26.66666667
;;;;;;;;161;2.206825876;86.66666667
;;;;;;;;70;1.84509804;66.66666667
;;;;;;;;57;1.755874856;66.66666667
;;;;;;;;2;0.301029996;13.33333333
;;;;;;;;4;0.602059991;20
;;;;;;;;8;0.903089987;13.33333333
;;;;;;;;12;1.079181246;53.33333333
;;;;;;;;21;1.322219295;40
;;;;;;;;322;2.507855872;100
;;;;;;;;35;1.544068044;60
;;;;;;;;316;2.499687083;86.66666667
;;;;;;;;56;1.748188027;40
;;;;;;;;225;2.352182518;93.33333333
;;;;;;;;7;0.84509804;33.33333333
;;;;;;;;779;2.891537458;93.33333333
;;;;;;;;13;1.113943352;26.66666667
;;;;;;;;1;0;6.666666667
;;;;;;;;2;0.301029996;13.33333333
;;;;;;;;1922;3.283753383;100
;;;;;;;;163;2.212187604;86.66666667
;;;;;;;;61;1.785329835;13.33333333
;;;;;;;;11;1.041392685;53.33333333
;;;;;;;;24;1.380211242;46.66666667
;;;;;;;;17;1.230448921;26.66666667
;;;;;;;;54;1.73239376;66.66666667
;;;;;;;;23;1.361727836;6.666666667
;;;;;;;;7;0.84509804;33.33333333
;;;;;;;;25;1.397940009;20
;;;;;;;;70;1.84509804;53.33333333
;;;;;;;;72;1.857332496;40
;;;;;;;;14;1.146128036;20
;;;;;;;;28;1.447158031;66.66666667
;;;;;;;;9;0.954242509;40
;;;;;;;;186;2.269512944;73.33333333
;;;;;;;;16;1.204119983;60
;;;;;;;;18;1.255272505;60
;;;;;;;;9;0.954242509;26.66666667
;;;;;;;;9;0.954242509;40
;;;;;;;;406;2.608526034;53.33333333
;;;;;;;;44;1.643452676;26.66666667
;;;;;;;;2561;3.408409578;100
;;;;;;;;8;0.903089987;13.33333333
;;;;;;;;26;1.414973348;40
;;;;;;;;2;0.301029996;13.33333333
;;;;;;;;99;1.995635195;53.33333333
;;;;;;;;4;0.602059991;20
;;;;;;;;80;1.903089987;66.66666667
;;;;;;;;43;1.633468456;93.33333333
;;;;;;;;4614;3.66407759;100
;;;;;;;;14;1.146128036;13.33333333
;;;;;;;;25;1.397940009;40
;;;;;;;;153;2.184691431;66.66666667
;;;;;;;;161;2.206825876;93.33333333
;;;;;;;;9;0.954242509;20
;;;;;;;;22;1.342422681;26.66666667
;;;;;;;;3;0.477121255;13.33333333
;;;;;;;;4;0.602059991;20
;;;;;;;;1;0;6.666666667
;;;;;;;;903;2.95568775;93.33333333
;;;;;;;;16;1.204119983;33.33333333
;;;;;;;;9;0.954242509;13.33333333
;;;;;;;;152;2.181843588;93.33333333
;;;;;;;;126;2.100370545;80
;;;;;;;;135;2.130333768;46.66666667
;;;;;;;;36;1.556302501;53.33333333
;;;;;;;;2;0.301029996;13.33333333
;;;;;;;;4;0.602059991;20
;;;;;;;;61;1.785329835;53.33333333
;;;;;;;;36;1.556302501;60
;;;;;;;;35;1.544068044;53.33333333
;;;;;;;;118;2.071882007;60
;;;;;;;;31;1.491361694;26.66666667
;;;;;;;;218;2.338456494;100
;;;;;;;;42;1.62324929;60
;;;;;;;;572;2.757396029;100
;;;;;;;;10;1;6.666666667
;;;;;;;;500;2.698970004;73.33333333
;;;;;;;;42;1.62324929;73.33333333
;;;;;;;;37;1.568201724;33.33333333
;;;;;;;;1;0;6.666666667
;;;;;;;;86;1.934498451;26.66666667
;;;;;;;;41;1.612783857;60
;;;;;;;;50;1.698970004;73.33333333
;;;;;;;;28;1.447158031;33.33333333
;;;;;;;;517;2.713490543;73.33333333
;;;;;;;;16;1.204119983;20
;;;;;;;;151;2.178976947;46.66666667
;;;;;;;;89;1.949390007;60
;;;;;;;;8;0.903089987;13.33333333
;;;;;;;;252;2.401400541;60
;;;;;;;;94;1.973127854;80
;;;;;;;;25;1.397940009;53.33333333
;;;;;;;;168;2.225309282;80
;;;;;;;;46;1.662757832;40
;;;;;;;;21;1.322219295;60
