OTU;T0;C;A1;A3;HS;C_C;C_A1;A1_A1;C_A3;A3_A3;C_HS;HS_HS;A1_A3;A1_HS;A3_HS;ASV total abundance;ASV total abundance (log10);Prevalence
OTU-73104;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;147;2.167317335;86.66666667
OTU-172430;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;596;2.77524626;86.66666667
OTU-195123;0;1;1;1;0;1;1;1;1;1;1;0;1;1;1;308;2.488550717;80
OTU-169548;1;1;1;0;1;1;1;1;0;0;0;0;1;0;1;76;1.880813592;60
OTU-134;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;516;2.712649702;93.33333333
OTU-47526;0;1;0;1;0;0;0;0;1;0;1;0;1;1;1;13;1.113943352;46.66666667
OTU-76973;0;1;1;1;0;0;0;0;0;0;0;1;0;1;0;10;1;33.33333333
OTU-261247;0;1;1;0;0;1;0;0;0;0;1;0;0;0;0;8;0.903089987;26.66666667
OTU-89954;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;471;2.673020907;20
OTU-20139;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;438;2.641474111;93.33333333
OTU-157;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;18064;4.256813925;100
OTU-31157;0;1;1;0;0;1;1;1;1;1;1;1;1;1;1;142;2.152288344;80
OTU-3091;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;301;2.478566496;86.66666667
OTU-87705;1;0;0;0;1;0;0;0;1;0;1;1;1;1;1;256;2.408239965;53.33333333
OTU-260595;1;1;1;0;0;1;1;1;1;1;1;0;1;1;1;90;1.954242509;80
OTU-90313;0;1;1;0;1;1;1;1;1;0;0;1;0;1;1;17;1.230448921;66.66666667
OTU-153979;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;215;2.33243846;100
OTU-48701;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;686;2.836324116;93.33333333
OTU-27381;0;1;1;1;1;1;1;1;0;1;1;1;0;1;1;161;2.206825876;80
OTU-32455;0;1;1;1;0;0;0;0;0;1;0;1;0;1;0;6;0.77815125;40
OTU-149766;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;6.666666667
OTU-161995;0;1;1;1;0;1;1;0;0;1;1;1;1;1;1;27;1.431363764;73.33333333
OTU-265485;0;1;1;1;0;1;0;0;1;0;0;0;0;1;0;21;1.322219295;40
OTU-257472;0;1;1;1;1;1;0;0;1;1;0;0;1;1;1;43;1.633468456;66.66666667
OTU-27841;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;428;2.631443769;93.33333333
OTU-27707;0;1;1;1;0;1;0;0;1;1;1;1;0;0;1;29;1.462397998;60
OTU-70273;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;78;1.892094603;86.66666667
OTU-100138;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;6;0.77815125;13.33333333
OTU-226838;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0.301029996;13.33333333
OTU-131;1;1;1;1;0;1;0;0;1;1;1;0;1;0;1;25;1.397940009;66.66666667
OTU-54934;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;222;2.346352974;100
OTU-25684;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;38;1.579783597;93.33333333
OTU-8506;0;0;1;1;0;1;0;1;1;1;0;0;1;1;1;41;1.612783857;60
OTU-17720;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0.301029996;6.666666667
OTU-16;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;33685;4.527436552;100
OTU-72807;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;113;2.053078443;86.66666667
OTU-64967;0;0;1;0;0;1;0;0;0;1;0;1;0;0;0;11;1.041392685;26.66666667
OTU-82245;0;0;1;1;0;1;1;1;0;1;1;0;1;1;1;15;1.176091259;66.66666667
OTU-139398;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;6;0.77815125;13.33333333
OTU-128220;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;4;0.602059991;20
OTU-56977;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;6.666666667
OTU-739;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;334;2.523746467;93.33333333
OTU-98080;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;10;1;13.33333333
OTU-43451;0;1;1;0;0;0;0;1;1;0;1;0;1;1;1;16;1.204119983;53.33333333
OTU-44270;0;1;1;1;0;1;1;1;0;1;1;0;1;1;1;23;1.361727836;73.33333333
OTU-159820;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;293;2.46686762;86.66666667
OTU-218674;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;122;2.086359831;86.66666667
OTU-7539;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;301;2.478566496;93.33333333
OTU-2523;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;695;2.841984805;93.33333333
OTU-193594;0;0;0;1;0;1;0;0;1;1;0;0;1;1;1;19;1.278753601;46.66666667
OTU-125177;0;1;1;1;0;1;1;1;1;1;1;0;1;1;1;172;2.235528447;80
OTU-157222;0;0;0;0;0;1;1;1;0;0;0;0;1;1;1;16;1.204119983;40
OTU-118857;0;1;0;1;0;1;0;1;1;1;1;0;0;1;1;59;1.770852012;60
OTU-51022;0;0;0;1;0;0;1;0;1;0;0;0;1;1;1;35;1.544068044;40
OTU-136191;0;0;1;0;0;0;1;0;1;1;1;1;1;1;1;53;1.72427587;60
OTU-43677;1;0;0;1;0;0;1;1;1;1;1;0;1;1;1;48;1.681241237;66.66666667
OTU-203043;0;0;1;1;0;0;1;1;1;1;1;0;1;1;1;44;1.643452676;66.66666667
OTU-166774;0;1;1;1;0;1;1;1;1;1;1;0;1;1;1;82;1.913813852;80
OTU-64919;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;1.278753601;6.666666667
OTU-45876;1;1;1;1;0;1;0;1;0;1;0;0;0;0;0;61;1.785329835;46.66666667
OTU-2056;1;1;1;1;1;1;0;0;1;1;1;0;0;1;1;157;2.195899652;73.33333333
OTU-258;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;8678;3.938419646;100
OTU-113229;0;1;1;1;0;1;1;1;1;1;1;0;1;1;1;54;1.73239376;80
OTU-195250;1;0;1;0;0;1;1;1;1;1;1;0;1;1;1;123;2.089905111;73.33333333
OTU-266019;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;6.666666667
OTU-18927;0;1;0;1;0;1;0;0;1;0;1;0;0;1;0;74;1.86923172;40
OTU-2543;1;1;1;1;1;0;0;1;0;0;0;0;0;0;0;184;2.264817823;40
OTU-494;1;1;1;1;0;0;1;0;1;1;0;0;0;1;1;137;2.136720567;60
OTU-237180;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;1.505149978;6.666666667
OTU-193714;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;6.666666667
OTU-3464;0;1;1;0;0;1;1;1;0;0;0;0;0;0;0;7;0.84509804;33.33333333
OTU-50544;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;1.113943352;6.666666667
OTU-1387;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;122;2.086359831;33.33333333
OTU-101304;1;1;0;1;0;1;0;0;0;1;0;0;0;0;1;86;1.934498451;40
OTU-26755;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;28;1.447158031;26.66666667
OTU-231534;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;1.278753601;6.666666667
OTU-291;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1246;3.095518042;100
OTU-153404;0;0;0;1;0;1;1;0;0;1;0;1;1;1;1;18;1.255272505;53.33333333
OTU-67962;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;67;1.826074803;86.66666667
OTU-92834;1;1;0;0;0;0;0;0;1;1;1;0;1;1;0;13;1.113943352;46.66666667
OTU-775;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;55;1.740362689;33.33333333
OTU-204040;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;460;2.662757832;93.33333333
OTU-105322;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2365;3.373831145;100
OTU-141903;0;0;0;0;0;0;1;0;1;1;1;1;1;1;0;9;0.954242509;46.66666667
OTU-121;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;10184;4.007918391;100
OTU-19320;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;230;2.361727836;93.33333333
OTU-237319;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;18;1.255272505;13.33333333
OTU-39944;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;47;1.672097858;13.33333333
OTU-198808;1;0;0;1;0;1;1;1;1;1;0;0;0;0;1;15;1.176091259;53.33333333
OTU-68389;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;67;1.826074803;20
OTU-233888;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;74;1.86923172;20
OTU-19044;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;898;2.953276337;93.33333333
OTU-201072;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;219;2.340444115;66.66666667
OTU-156793;0;0;0;1;0;1;1;1;1;1;1;1;1;1;1;61;1.785329835;73.33333333
OTU-18921;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;13;1.113943352;13.33333333
OTU-59363;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;6;0.77815125;13.33333333
OTU-231456;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;13;1.113943352;13.33333333
OTU-1251;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;484;2.684845362;86.66666667
OTU-203397;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;9;0.954242509;13.33333333
OTU-18796;1;1;0;1;0;1;0;0;0;0;1;1;0;0;0;32;1.505149978;40
OTU-18802;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;340;2.531478917;86.66666667
OTU-36755;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;1.041392685;6.666666667
OTU-231459;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;49;1.69019608;13.33333333
OTU-231421;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;16;1.204119983;13.33333333
OTU-100064;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;68;1.832508913;13.33333333
OTU-248065;1;0;1;0;0;1;1;0;0;1;0;1;0;1;0;73;1.86332286;46.66666667
OTU-1049;1;1;1;1;1;1;0;0;0;1;1;1;1;1;1;355;2.550228353;80
OTU-434;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;200;2.301029996;33.33333333
OTU-233520;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;1.204119983;6.666666667
OTU-35327;1;0;1;0;1;0;0;0;0;1;0;0;0;0;0;31;1.491361694;26.66666667
OTU-82096;1;1;1;0;0;1;1;1;1;1;1;0;1;1;1;91;1.959041392;80
OTU-38566;1;1;0;0;0;1;1;1;1;1;1;0;1;1;1;96;1.982271233;73.33333333
OTU-241259;1;1;1;1;0;0;0;0;0;0;0;0;0;1;0;19;1.278753601;33.33333333
OTU-1876;1;1;1;1;1;0;0;0;0;0;0;0;0;1;0;74;1.86923172;40
OTU-54696;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;1.079181246;6.666666667
OTU-45954;1;1;1;1;1;0;0;0;1;1;1;0;0;1;0;83;1.919078092;60
OTU-134748;1;1;0;0;0;1;1;0;0;0;1;0;0;0;0;24;1.380211242;33.33333333
OTU-100868;1;1;0;1;0;1;1;1;1;1;1;0;1;0;1;68;1.832508913;73.33333333
OTU-55724;0;0;0;0;0;1;1;1;1;1;1;0;1;1;1;42;1.62324929;60
OTU-162588;0;0;1;0;0;0;0;0;1;0;1;0;1;1;1;11;1.041392685;40
OTU-152279;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;36;1.556302501;6.666666667
OTU-153670;0;0;0;0;0;1;1;0;0;0;1;1;1;1;1;28;1.447158031;46.66666667
OTU-692;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2559;3.408070286;100
OTU-214721;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;110;2.041392685;86.66666667
OTU-21916;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;233;2.367355921;93.33333333
OTU-121406;1;0;1;0;0;1;1;1;1;1;1;0;1;1;1;26;1.414973348;73.33333333
OTU-36080;0;1;1;1;0;1;1;1;1;1;1;1;1;1;0;146;2.164352856;80
OTU-236777;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;70;1.84509804;26.66666667
OTU-240197;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;46;1.662757832;13.33333333
OTU-235998;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;1.041392685;6.666666667
OTU-50328;1;1;1;1;1;1;0;0;0;1;1;1;1;1;1;204;2.309630167;80
OTU-235133;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;59;1.770852012;20
OTU-2814;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;651;2.813580989;100
OTU-910;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;3;0.477121255;13.33333333
OTU-42552;1;1;1;1;0;0;0;0;0;1;0;1;0;0;1;49;1.69019608;46.66666667
OTU-24646;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;2;0.301029996;13.33333333
OTU-540;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;6854;3.8359441;100
OTU-203683;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;82;1.913813852;100
OTU-34494;0;0;1;1;1;0;0;1;0;1;0;1;0;0;1;24;1.380211242;46.66666667
OTU-40642;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;158;2.198657087;93.33333333
OTU-108240;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2415;3.382917135;100
OTU-130408;0;1;0;0;0;1;1;1;0;0;1;0;1;0;1;16;1.204119983;46.66666667
OTU-162665;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;108;2.033423755;86.66666667
OTU-68183;0;1;1;1;0;1;1;0;1;1;1;1;1;1;1;50;1.698970004;80
OTU-48022;1;1;1;1;0;1;1;0;0;1;0;0;0;1;1;17;1.230448921;60
OTU-242686;1;1;1;1;0;1;0;0;0;0;0;1;0;1;0;47;1.672097858;46.66666667
OTU-7783;1;1;1;1;0;1;1;1;1;0;1;1;1;1;1;115;2.06069784;86.66666667
OTU-79107;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1735;3.239299479;100
OTU-92;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;11230;4.050379756;100
OTU-110980;0;0;0;1;0;1;1;1;1;0;1;1;1;1;1;29;1.462397998;66.66666667
OTU-118796;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1101;3.041787319;93.33333333
OTU-213149;1;0;0;1;0;1;1;1;1;1;1;0;1;1;1;167;2.222716471;73.33333333
OTU-196166;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;287;2.457881897;93.33333333
OTU-157470;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;86;1.934498451;93.33333333
OTU-267880;1;1;1;1;0;0;1;0;0;0;0;1;0;0;0;32;1.505149978;40
OTU-234;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1336;3.125806458;93.33333333
OTU-196692;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;32;1.505149978;66.66666667
OTU-185714;1;1;1;0;0;1;1;1;1;0;1;0;1;1;0;79;1.897627091;66.66666667
OTU-159075;0;0;1;0;0;1;1;0;1;1;1;0;1;1;1;64;1.806179974;60
OTU-59639;1;0;0;0;0;1;1;1;0;1;1;1;0;1;0;12;1.079181246;53.33333333
OTU-142891;0;0;1;0;0;1;1;1;1;1;1;0;1;1;1;111;2.045322979;66.66666667
OTU-36589;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;486;2.686636269;93.33333333
OTU-9979;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;439;2.64246452;93.33333333
OTU-213561;0;1;1;0;0;1;1;1;1;1;1;0;1;1;1;166;2.220108088;73.33333333
OTU-36553;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;5;0.698970004;20
OTU-105093;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;382;2.582063363;93.33333333
OTU-141235;1;1;1;0;1;1;1;1;1;1;1;0;1;1;1;254;2.404833717;86.66666667
OTU-129502;1;0;1;0;0;1;1;1;1;1;1;0;1;1;1;48;1.681241237;73.33333333
OTU-37540;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;330;2.51851394;100
OTU-129547;0;0;0;0;0;1;0;1;0;0;1;0;0;0;1;5;0.698970004;26.66666667
OTU-32586;0;1;0;1;1;0;0;0;1;0;1;1;1;1;1;77;1.886490725;60
OTU-199754;1;0;1;0;0;1;1;1;1;1;1;0;1;1;1;168;2.225309282;73.33333333
OTU-6;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;74275;4.87084266;100
OTU-131662;0;0;0;0;0;1;1;1;1;1;1;0;1;1;1;401;2.603144373;60
OTU-204435;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;149;2.173186268;86.66666667
OTU-124079;0;0;1;0;0;1;1;1;1;1;1;1;1;1;1;78;1.892094603;73.33333333
OTU-232800;1;1;1;0;1;0;1;1;0;0;1;1;0;1;1;230;2.361727836;66.66666667
OTU-46077;1;1;1;0;0;1;1;1;1;1;1;0;1;1;1;506;2.704150517;80
OTU-42799;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;3;0.477121255;13.33333333
OTU-126830;0;1;0;1;0;1;1;1;1;1;1;0;1;1;1;329;2.517195898;73.33333333
OTU-140094;0;0;0;1;0;1;1;1;1;1;1;0;1;1;1;141;2.149219113;66.66666667
OTU-95504;1;1;1;0;0;1;1;1;1;1;1;0;1;1;1;121;2.08278537;80
OTU-105138;0;0;0;0;0;1;1;1;1;1;1;0;1;1;1;144;2.158362492;60
OTU-18722;0;1;1;1;0;1;1;1;1;1;1;0;1;1;1;112;2.049218023;80
OTU-15869;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;51;1.707570176;13.33333333
OTU-2438;1;1;0;1;1;0;0;0;0;0;1;0;0;1;0;23;1.361727836;40
OTU-2700;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;209;2.320146286;86.66666667
OTU-24782;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;6.666666667
OTU-101327;0;0;1;0;0;1;1;1;1;1;1;0;1;1;0;119;2.075546961;60
OTU-111;1;1;0;1;0;0;0;1;1;0;1;0;1;1;1;62;1.792391689;60
OTU-48071;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;15;1.176091259;13.33333333
OTU-47209;0;0;1;0;0;1;1;1;1;0;1;0;1;1;0;136;2.133538908;53.33333333
OTU-52567;0;0;1;1;0;0;1;1;1;1;1;0;1;1;1;22;1.342422681;66.66666667
OTU-5378;0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;8;0.903089987;26.66666667
OTU-114971;0;0;0;1;0;0;1;1;1;0;0;0;0;0;0;12;1.079181246;26.66666667
OTU-10629;0;0;1;1;0;1;1;0;1;0;1;0;1;0;0;12;1.079181246;46.66666667
OTU-50025;0;1;1;1;0;0;1;1;0;0;0;0;1;1;0;30;1.477121255;46.66666667
OTU-42808;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;6.666666667
OTU-12648;0;0;1;0;0;1;1;1;0;0;0;0;0;0;0;8;0.903089987;26.66666667
OTU-50151;0;0;1;1;0;0;0;0;0;1;0;0;0;1;1;5;0.698970004;33.33333333
OTU-100904;0;0;0;0;0;1;1;1;1;1;1;0;1;1;1;124;2.093421685;60
OTU-19592;0;1;1;0;0;1;1;1;1;1;1;1;1;1;1;690;2.838849091;80
OTU-29863;0;1;0;0;0;0;1;1;1;0;1;0;0;1;0;34;1.531478917;40
OTU-2986;0;1;1;0;0;0;1;1;1;0;1;0;1;1;0;22;1.342422681;53.33333333
OTU-58546;0;1;1;0;0;0;0;1;0;0;0;0;1;0;0;5;0.698970004;26.66666667
OTU-569;0;1;1;1;0;1;1;1;1;1;1;0;1;1;1;80;1.903089987;80
OTU-6276;0;1;1;0;0;1;1;1;1;0;1;0;0;0;0;82;1.913813852;46.66666667
OTU-20228;0;1;1;1;0;1;1;0;1;0;0;1;1;0;0;18;1.255272505;53.33333333
OTU-1399;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;414;2.617000341;86.66666667
OTU-35290;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0.301029996;13.33333333
OTU-87983;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;20;1.301029996;13.33333333
OTU-112833;0;0;0;1;0;0;1;1;1;1;0;0;1;1;1;32;1.505149978;53.33333333
OTU-6198;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;2;0.301029996;13.33333333
OTU-61988;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;5;0.698970004;20
OTU-27323;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0.301029996;6.666666667
OTU-233;1;0;0;0;0;1;1;1;1;1;1;1;1;1;1;3567;3.552303109;73.33333333
OTU-1024;1;1;0;1;0;1;1;0;1;1;0;0;0;0;1;13;1.113943352;53.33333333
OTU-1066;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;9;0.954242509;13.33333333
OTU-470;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;438;2.641474111;20
OTU-95443;1;0;0;0;0;1;1;0;0;1;0;0;1;0;1;24;1.380211242;40
OTU-9612;1;1;1;1;0;0;0;0;0;0;0;0;1;1;0;10;1;40
OTU-221596;0;1;1;1;0;1;1;1;1;1;1;0;1;1;1;145;2.161368002;80
OTU-93069;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;10;1;20
OTU-91913;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;10;1;20
OTU-412;0;1;1;0;0;1;1;1;1;1;1;1;1;1;0;426;2.629409599;73.33333333
OTU-8143;1;0;1;0;0;0;1;1;0;1;0;0;1;1;1;41;1.612783857;53.33333333
OTU-9711;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;12;1.079181246;20
OTU-17803;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;6;0.77815125;20
OTU-55160;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;4;0.602059991;13.33333333
OTU-51030;0;0;0;0;0;1;1;0;1;0;0;0;1;0;1;10;1;33.33333333
OTU-168669;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;6.666666667
OTU-97691;0;0;1;1;0;0;1;1;0;1;1;0;1;1;1;40;1.602059991;60
OTU-2561;0;0;0;1;0;0;0;0;1;1;0;0;1;0;1;12;1.079181246;33.33333333
OTU-104974;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;20;1.301029996;20
OTU-102543;0;0;0;0;0;1;0;0;1;1;1;0;1;0;1;57;1.755874856;40
OTU-24560;0;0;0;0;0;0;1;0;0;1;0;0;1;0;1;46;1.662757832;26.66666667
OTU-54694;0;1;1;0;0;1;1;1;1;0;0;0;1;0;0;33;1.51851394;46.66666667
OTU-65468;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0.301029996;6.666666667
OTU-111417;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;47;1.672097858;26.66666667
OTU-29932;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;27;1.431363764;13.33333333
OTU-114634;0;1;0;1;0;0;1;1;1;1;1;0;1;1;1;35;1.544068044;66.66666667
OTU-48113;0;1;1;0;0;1;1;1;1;0;1;0;1;0;1;33;1.51851394;60
OTU-62849;0;0;1;0;0;1;1;1;1;1;1;0;1;1;1;219;2.340444115;66.66666667
OTU-224616;0;0;0;0;0;1;1;0;1;1;1;0;0;0;0;110;2.041392685;33.33333333
OTU-103759;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;8;0.903089987;26.66666667
OTU-118667;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;4;0.602059991;20
OTU-54364;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;14;1.146128036;20
OTU-121262;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0.477121255;6.666666667
OTU-52433;0;0;1;0;0;0;1;1;0;0;0;0;1;1;0;35;1.544068044;33.33333333
OTU-10450;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;10;1;13.33333333
OTU-6611;1;1;1;1;0;0;1;1;1;0;1;0;1;1;0;50;1.698970004;66.66666667
OTU-338;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;161;2.206825876;86.66666667
OTU-182679;1;1;1;1;0;1;1;0;0;1;1;0;0;0;1;16;1.204119983;60
OTU-210030;0;0;1;0;1;1;0;0;1;0;0;0;0;1;0;10;1;33.33333333
OTU-192735;0;0;0;0;0;1;1;1;0;1;0;0;0;0;0;6;0.77815125;26.66666667
OTU-1380;0;1;0;1;0;0;1;1;0;1;0;0;0;1;1;17;1.230448921;46.66666667
OTU-71186;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;5;0.698970004;13.33333333
OTU-29523;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0.301029996;6.666666667
OTU-58972;0;1;1;0;0;1;1;1;1;0;1;0;1;1;1;25;1.397940009;66.66666667
OTU-18626;0;1;0;0;1;1;1;1;1;0;1;0;1;1;1;47;1.672097858;66.66666667
OTU-141936;0;1;1;1;0;1;1;1;1;1;1;0;1;1;1;228;2.357934847;80
OTU-58689;0;0;0;0;0;0;1;0;1;0;1;0;1;0;0;7;0.84509804;26.66666667
OTU-69613;0;1;1;0;0;1;1;1;1;1;1;0;1;1;1;381;2.580924976;73.33333333
OTU-104092;0;1;1;0;0;1;0;1;1;0;1;0;1;1;0;51;1.707570176;53.33333333
OTU-97778;0;1;1;1;0;1;0;1;1;1;1;1;1;1;1;195;2.290034611;80
OTU-65051;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;11;1.041392685;20
OTU-156779;0;1;1;1;0;1;1;1;1;1;1;0;1;1;1;724;2.859738566;80
OTU-97646;0;1;1;1;0;1;1;1;1;1;1;0;1;0;1;148;2.170261715;73.33333333
OTU-49214;0;1;1;0;0;1;1;0;1;1;1;0;0;0;0;9;0.954242509;46.66666667
OTU-48148;0;1;1;1;0;1;1;1;1;1;1;0;0;0;0;23;1.361727836;60
OTU-81289;0;1;1;0;0;0;0;1;0;0;1;0;0;0;0;5;0.698970004;26.66666667
OTU-48633;0;1;1;1;0;1;1;1;1;1;1;0;1;1;1;36;1.556302501;80
OTU-58975;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0.602059991;6.666666667
OTU-213375;0;1;1;0;0;1;1;1;1;1;1;0;1;1;1;74;1.86923172;73.33333333
OTU-65222;0;1;1;1;0;1;0;1;1;1;1;0;1;1;1;129;2.11058971;73.33333333
OTU-49330;0;1;1;0;0;1;1;1;1;1;1;0;1;1;1;122;2.086359831;73.33333333
OTU-50621;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;14;1.146128036;20
OTU-230975;0;1;1;0;0;1;0;1;1;0;1;0;0;0;0;12;1.079181246;40
OTU-1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;95628;4.980585073;100
OTU-68722;0;1;1;0;0;1;1;1;1;0;1;0;1;1;1;37;1.568201724;66.66666667
OTU-20565;0;1;0;0;0;1;1;1;0;0;0;0;1;0;0;15;1.176091259;33.33333333
