OTU;T0;C;A1;A3;HS;C_C;C_A1;A1_A1;C_A3;A3_A3;C_HS;HS_HS;A1_A3;A1_HS;A3_HS;ASV total abundance;ASV total abundance (log10);Prevalence
OTU-95831;0;1;1;1;0;1;1;1;1;1;1;0;0;0;1;36;1.556302501;66.66666667
OTU-67405;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;10;1;26.66666667
OTU-40705;1;0;0;0;0;1;1;1;1;0;1;0;1;1;1;35;1.544068044;60
OTU-40460;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;24;1.380211242;20
OTU-101851;0;0;0;0;0;1;0;1;1;1;0;0;1;0;1;28;1.447158031;40
OTU-1606;0;1;1;1;1;1;0;1;1;1;1;1;1;1;1;287;2.457881897;86.66666667
OTU-51324;0;0;1;0;0;1;1;0;1;1;0;0;1;0;0;12;1.079181246;40
OTU-131214;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;27;1.431363764;86.66666667
OTU-28037;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;39;1.591064607;86.66666667
OTU-25282;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;3;0.477121255;20
OTU-172157;0;0;0;0;0;0;1;0;0;0;0;1;0;1;1;5;0.698970004;26.66666667
OTU-152057;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;65;1.812913357;93.33333333
OTU-9352;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;6;0.77815125;26.66666667
OTU-361;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3302;3.518777069;100
OTU-1921;0;0;1;1;0;1;1;1;1;1;0;1;1;1;1;37;1.568201724;73.33333333
OTU-49249;0;0;0;1;0;1;1;1;1;1;0;0;1;0;0;26;1.414973348;46.66666667
OTU-134448;0;0;0;0;0;1;1;0;1;1;0;0;0;0;1;15;1.176091259;33.33333333
OTU-177702;1;0;1;1;0;1;1;1;1;1;1;1;1;1;1;64;1.806179974;86.66666667
OTU-140508;0;0;0;1;0;1;0;1;1;1;0;0;1;0;1;26;1.414973348;46.66666667
OTU-121122;1;1;1;1;0;1;1;1;1;1;1;1;1;0;1;39;1.591064607;86.66666667
OTU-9155;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;38;1.579783597;93.33333333
OTU-19058;1;1;1;1;1;1;1;1;1;1;1;0;1;0;1;122;2.086359831;86.66666667
OTU-133591;1;0;1;0;0;1;1;1;1;1;1;0;1;1;1;27;1.431363764;73.33333333
OTU-140812;0;1;1;1;0;1;1;1;1;1;0;0;1;1;1;132;2.120573931;73.33333333
OTU-98043;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;941;2.973589623;86.66666667
OTU-138915;1;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1335;3.125481266;86.66666667
OTU-105602;0;0;0;1;0;1;1;1;1;1;0;0;1;1;1;135;2.130333768;60
OTU-110835;0;1;1;1;0;0;0;1;1;0;0;0;1;1;1;26;1.414973348;53.33333333
OTU-395;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2603;3.415474168;100
OTU-125466;0;1;1;1;0;1;1;1;1;1;1;0;1;0;1;28;1.447158031;73.33333333
OTU-584;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1451;3.161667412;100
OTU-36086;0;1;1;1;0;1;1;1;1;1;1;0;1;1;1;64;1.806179974;80
OTU-258644;0;0;1;1;0;0;1;1;1;0;0;0;1;1;0;11;1.041392685;46.66666667
OTU-55346;0;0;1;1;0;1;1;1;1;1;1;1;1;1;1;65;1.812913357;80
OTU-114307;0;1;0;0;0;1;1;1;0;1;1;0;1;1;1;24;1.380211242;60
OTU-6438;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;706;2.848804701;93.33333333
OTU-14010;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;94;1.973127854;86.66666667
OTU-85440;0;0;1;0;1;1;0;0;0;0;1;1;0;1;1;35;1.544068044;46.66666667
OTU-141045;0;1;1;1;0;1;1;1;1;1;1;0;1;1;1;151;2.178976947;80
OTU-113224;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;50;1.698970004;93.33333333
OTU-86136;0;1;1;1;1;1;1;1;0;1;1;1;1;1;1;168;2.225309282;86.66666667
OTU-91976;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;101;2.004321374;93.33333333
OTU-183703;0;1;1;1;1;1;1;0;1;0;1;1;0;0;0;33;1.51851394;60
OTU-207852;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;167;2.222716471;93.33333333
OTU-206;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4069;3.60948769;100
OTU-84754;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;35;1.544068044;40
OTU-28723;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1945;3.288919606;100
OTU-85952;0;1;1;1;1;1;1;0;0;1;1;0;1;1;1;41;1.612783857;73.33333333
OTU-161917;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;62;1.792391689;86.66666667
OTU-186333;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;730;2.86332286;100
OTU-34066;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;225;2.352182518;93.33333333
OTU-18156;0;1;1;0;0;1;0;1;1;1;1;1;1;0;1;15;1.176091259;66.66666667
OTU-43563;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0.301029996;13.33333333
OTU-907;0;1;1;1;0;1;1;0;1;1;1;0;1;1;1;94;1.973127854;73.33333333
OTU-257865;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;4;0.602059991;6.666666667
OTU-135020;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;7;0.84509804;20
OTU-47896;1;1;1;1;0;0;1;1;0;0;1;0;1;0;1;15;1.176091259;60
OTU-142;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1165;3.066325925;100
OTU-17521;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;153;2.184691431;86.66666667
OTU-92702;0;1;0;1;0;0;0;0;0;1;0;1;1;1;1;10;1;46.66666667
OTU-42112;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;146;2.164352856;86.66666667
OTU-51389;0;1;1;1;0;1;1;1;1;1;0;1;1;1;1;38;1.579783597;80
OTU-689;1;1;1;1;0;1;1;1;0;1;1;1;1;0;0;188;2.274157849;73.33333333
OTU-148496;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;57;1.755874856;93.33333333
OTU-222039;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;4;0.602059991;13.33333333
OTU-71961;0;1;1;0;0;0;0;0;1;0;0;0;0;1;0;8;0.903089987;26.66666667
OTU-18656;0;1;1;1;0;0;1;0;1;0;1;1;0;1;0;98;1.991226076;53.33333333
OTU-55;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5515;3.741545517;100
OTU-42888;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;23;1.361727836;13.33333333
OTU-130;0;1;1;1;0;1;1;1;1;1;1;0;1;1;1;323;2.509202522;80
OTU-54243;0;1;1;0;0;1;0;0;1;0;1;0;0;1;0;22;1.342422681;40
OTU-66126;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0.301029996;6.666666667
OTU-63702;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;6.666666667
OTU-70928;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;7;0.84509804;13.33333333
OTU-30334;0;1;1;1;0;0;0;1;1;0;1;1;0;0;0;57;1.755874856;46.66666667
OTU-52451;0;1;1;1;0;0;0;0;1;0;1;0;0;1;0;86;1.934498451;40
OTU-66703;0;1;1;0;0;1;0;0;0;0;1;0;0;1;0;20;1.301029996;33.33333333
OTU-61944;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;2;0.301029996;13.33333333
OTU-96574;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0.301029996;6.666666667
OTU-91;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3024;3.480581787;93.33333333
OTU-41522;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;18;1.255272505;20
OTU-30068;0;1;1;1;0;0;0;0;0;0;0;0;1;1;0;12;1.079181246;33.33333333
OTU-73163;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;5;0.698970004;13.33333333
OTU-46012;0;1;1;0;0;0;0;0;1;0;1;0;0;0;0;139;2.1430148;26.66666667
OTU-274244;0;1;1;1;0;1;0;0;1;0;1;0;1;1;1;69;1.838849091;60
OTU-68785;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0.301029996;6.666666667
OTU-17304;0;1;1;1;0;0;0;0;0;0;0;0;0;1;1;9;0.954242509;33.33333333
OTU-57353;0;1;1;1;0;0;1;1;0;0;0;0;0;1;1;28;1.447158031;46.66666667
OTU-5361;0;1;1;1;0;0;0;0;0;0;1;0;0;0;0;9;0.954242509;26.66666667
OTU-55843;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;8;0.903089987;13.33333333
OTU-96825;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;3;0.477121255;13.33333333
OTU-157553;0;1;1;1;0;0;1;1;1;1;1;0;1;1;1;73;1.86332286;73.33333333
OTU-81161;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;16;1.204119983;20
OTU-224511;0;0;1;0;0;1;1;1;0;1;0;0;1;1;0;16;1.204119983;46.66666667
OTU-217566;0;1;1;0;0;0;0;0;1;0;1;0;0;1;1;27;1.431363764;40
OTU-197440;0;1;1;1;0;0;0;1;1;1;1;1;1;1;1;37;1.568201724;73.33333333
OTU-116570;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;593;2.773054693;86.66666667
OTU-2416;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;191;2.281033367;86.66666667
OTU-13163;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;240;2.380211242;93.33333333
OTU-5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;58016;4.763547782;100
OTU-46407;0;1;1;1;0;0;1;1;1;1;1;1;0;1;1;31;1.491361694;73.33333333
OTU-219319;0;1;1;0;0;1;0;0;0;0;1;0;0;1;0;16;1.204119983;33.33333333
OTU-120575;0;1;1;1;0;0;0;1;1;0;1;1;1;1;1;106;2.025305865;66.66666667
OTU-254578;0;1;1;1;0;1;0;1;1;1;1;0;1;1;1;218;2.338456494;73.33333333
OTU-75635;0;1;0;1;0;0;0;0;0;0;0;0;0;1;1;14;1.146128036;26.66666667
OTU-74083;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0.602059991;6.666666667
OTU-3017;0;1;1;1;1;1;0;0;0;0;1;0;0;0;0;353;2.547774705;40
OTU-274337;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0.954242509;6.666666667
OTU-73;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3550;3.550228353;100
OTU-54706;1;1;1;1;1;1;1;1;0;1;0;0;0;1;1;77;1.886490725;73.33333333
OTU-6505;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0.77815125;13.33333333
OTU-70487;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;3;0.477121255;20
OTU-48926;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;25;1.397940009;26.66666667
OTU-62136;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;7;0.84509804;26.66666667
OTU-75624;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;27;1.431363764;26.66666667
OTU-1507;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;841;2.924795996;93.33333333
OTU-79059;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;23;1.361727836;13.33333333
OTU-56205;1;1;1;1;0;1;0;0;1;0;1;0;1;1;1;22;1.342422681;66.66666667
OTU-4708;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;380;2.579783597;100
OTU-14816;0;1;1;0;0;1;1;0;1;1;1;0;1;1;1;45;1.653212514;66.66666667
OTU-87527;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;37;1.568201724;13.33333333
OTU-54406;0;1;1;0;0;0;1;1;0;0;0;1;0;0;1;7;0.84509804;40
OTU-46913;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0.77815125;13.33333333
OTU-79910;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;25;1.397940009;13.33333333
OTU-1321;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;358;2.553883027;93.33333333
OTU-6383;0;0;1;0;1;0;0;0;1;0;1;1;0;1;1;10;1;46.66666667
OTU-40754;0;1;1;0;0;1;1;1;1;1;1;1;1;1;1;50;1.698970004;80
OTU-5781;0;1;1;0;1;0;1;1;1;0;1;1;1;1;1;191;2.281033367;73.33333333
OTU-83889;0;1;1;0;1;1;1;0;1;0;1;1;0;1;1;69;1.838849091;66.66666667
OTU-176913;0;0;1;0;1;1;0;1;1;0;1;1;1;1;1;29;1.462397998;66.66666667
OTU-157165;0;0;1;0;1;1;1;1;0;0;0;1;1;1;1;53;1.72427587;60
OTU-208056;0;0;1;0;1;0;1;0;1;0;1;1;1;1;1;19;1.278753601;60
OTU-212789;0;1;1;0;1;1;1;1;1;0;1;1;1;1;1;216;2.334453751;80
OTU-211030;0;0;0;0;0;1;0;0;1;0;1;1;0;1;0;19;1.278753601;33.33333333
OTU-37;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;21378;4.329967073;100
OTU-198327;0;1;1;0;1;1;1;1;1;0;1;1;1;1;1;153;2.184691431;80
OTU-111674;0;0;0;0;0;1;0;0;0;0;1;1;1;1;1;8;0.903089987;40
OTU-219235;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;3;0.477121255;13.33333333
OTU-64162;0;1;1;0;1;0;1;0;0;0;0;1;1;1;0;11;1.041392685;46.66666667
OTU-15724;1;1;0;1;1;1;1;1;1;0;1;0;1;1;0;31;1.491361694;73.33333333
OTU-55613;0;1;1;0;0;1;1;1;1;0;1;0;0;1;1;16;1.204119983;60
OTU-72571;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4;0.602059991;6.666666667
OTU-120501;1;0;0;1;0;0;0;1;1;1;1;0;0;1;1;14;1.146128036;53.33333333
OTU-229303;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1302;3.114610984;100
OTU-45799;0;0;1;0;0;0;1;1;0;0;1;1;0;1;0;22;1.342422681;40
OTU-61683;0;1;1;0;1;0;1;1;1;0;1;1;0;1;1;61;1.785329835;66.66666667
OTU-72;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5943;3.77400573;100
OTU-154938;1;1;1;0;1;1;1;0;0;1;0;0;0;1;1;59;1.770852012;60
OTU-155596;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;7;0.84509804;13.33333333
OTU-11193;1;1;0;0;0;0;1;1;1;0;0;0;0;0;0;8;0.903089987;33.33333333
OTU-10804;1;1;1;1;1;0;0;1;0;0;1;1;1;1;1;24;1.380211242;73.33333333
OTU-16406;1;1;1;0;1;0;1;0;1;0;1;1;0;0;0;18;1.255272505;53.33333333
OTU-5273;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;126;2.100370545;100
OTU-4377;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;43;1.633468456;93.33333333
OTU-211;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;871;2.940018155;93.33333333
OTU-72246;1;1;0;0;1;1;0;0;1;1;1;0;1;0;1;17;1.230448921;60
OTU-186014;0;0;0;0;0;0;0;0;1;0;1;1;0;1;1;6;0.77815125;33.33333333
OTU-20425;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3191;3.503926804;100
OTU-69187;0;0;0;0;1;0;0;1;0;0;1;1;0;1;1;9;0.954242509;40
OTU-5432;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;133;2.123851641;86.66666667
OTU-56961;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;3;0.477121255;20
OTU-18300;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;159;2.201397124;100
OTU-3080;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;106;2.025305865;93.33333333
OTU-8013;1;0;1;1;1;0;1;0;1;0;1;0;0;0;1;16;1.204119983;53.33333333
OTU-56375;0;0;1;0;1;0;0;1;0;0;0;1;1;1;1;15;1.176091259;46.66666667
OTU-204015;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;6.666666667
OTU-185977;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1775;3.249198357;93.33333333
OTU-161342;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;28;1.447158031;26.66666667
OTU-206962;0;1;1;0;1;0;1;0;1;0;1;1;0;1;1;73;1.86332286;60
OTU-22558;1;1;1;1;1;1;1;1;1;0;1;0;1;1;1;57;1.755874856;86.66666667
OTU-2160;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1224;3.087781418;100
OTU-149428;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3;0.477121255;6.666666667
OTU-28877;0;1;1;1;1;0;0;0;1;1;1;0;0;0;0;7;0.84509804;46.66666667
OTU-161673;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;4;0.602059991;20
OTU-278457;0;1;1;0;1;0;1;1;1;0;1;0;1;1;0;114;2.056904851;60
OTU-36019;0;0;0;0;0;1;0;0;1;1;1;1;1;1;1;142;2.152288344;53.33333333
OTU-45770;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;6.666666667
OTU-64542;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;6.666666667
OTU-167827;0;0;0;0;0;0;0;0;1;0;1;0;0;1;1;10;1;26.66666667
OTU-11758;0;1;1;0;1;0;0;0;1;0;1;1;0;1;0;21;1.322219295;46.66666667
OTU-69371;0;0;0;0;0;1;1;0;1;1;1;0;1;0;1;48;1.681241237;46.66666667
OTU-134285;0;0;0;0;0;0;0;0;1;1;0;0;1;0;1;186;2.269512944;26.66666667
OTU-101856;0;0;0;0;0;1;1;0;1;1;1;1;1;1;1;75;1.875061263;60
OTU-17396;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;14;1.146128036;26.66666667
OTU-102010;0;0;0;0;0;1;1;1;1;1;1;0;1;1;1;67;1.826074803;60
OTU-13787;0;0;1;0;0;1;1;1;1;1;1;0;1;1;1;58;1.763427994;66.66666667
OTU-31063;0;1;1;1;0;1;0;0;0;1;0;0;0;0;1;8;0.903089987;40
OTU-50379;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;6.666666667
OTU-46448;0;1;1;0;0;1;0;0;0;0;1;0;1;1;0;13;1.113943352;40
OTU-88555;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;11;1.041392685;13.33333333
OTU-673;1;1;1;1;0;0;0;0;1;0;1;0;1;0;1;37;1.568201724;53.33333333
OTU-233987;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;1.397940009;6.666666667
OTU-92600;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;13;1.113943352;13.33333333
OTU-48092;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;6.666666667
OTU-30352;0;0;0;1;0;1;1;0;1;1;0;0;1;0;1;49;1.69019608;46.66666667
OTU-13632;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0.84509804;13.33333333
OTU-2699;0;1;0;1;0;1;0;0;1;1;1;0;1;1;1;102;2.008600172;60
OTU-15052;0;1;1;1;0;1;1;0;1;0;1;0;0;0;0;169;2.227886705;46.66666667
OTU-22072;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3;0.477121255;13.33333333
OTU-102620;0;0;0;0;0;1;1;0;1;1;1;0;1;1;1;48;1.681241237;53.33333333
OTU-38839;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;3;0.477121255;13.33333333
OTU-59723;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;3;0.477121255;13.33333333
OTU-71;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;342;2.534026106;93.33333333
OTU-223754;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0.301029996;6.666666667
OTU-44803;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;6;0.77815125;20
OTU-678;1;1;0;1;0;1;1;1;1;1;1;0;1;1;1;216;2.334453751;80
OTU-137811;0;0;0;0;0;1;1;1;1;1;0;0;1;1;1;68;1.832508913;53.33333333
OTU-24051;0;1;1;1;0;0;0;0;0;1;0;0;0;0;0;6;0.77815125;26.66666667
OTU-34242;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;6.666666667
OTU-816;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;394;2.595496222;93.33333333
OTU-66286;0;1;1;1;0;0;0;1;0;1;0;1;1;0;1;27;1.431363764;53.33333333
OTU-55298;0;1;1;1;1;0;1;0;1;0;1;1;1;0;1;44;1.643452676;66.66666667
OTU-61158;0;1;0;1;0;0;1;1;0;0;0;1;0;1;0;12;1.079181246;40
OTU-37078;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;544;2.7355989;86.66666667
OTU-258665;0;1;1;0;0;0;1;0;1;1;1;1;1;0;1;36;1.556302501;60
OTU-22804;0;1;0;1;1;0;0;0;0;1;0;0;1;0;0;41;1.612783857;33.33333333
OTU-43199;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0.477121255;6.666666667
OTU-48463;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;1.176091259;6.666666667
OTU-106889;1;1;0;0;0;1;1;1;1;1;1;0;1;1;1;455;2.658011397;73.33333333
OTU-117503;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;9;0.954242509;13.33333333
OTU-380;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;465;2.667452953;100
OTU-64039;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;1;6.666666667
OTU-236830;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;1.079181246;6.666666667
OTU-232680;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;16;1.204119983;13.33333333
OTU-233241;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;1.204119983;6.666666667
OTU-103124;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;6.666666667
OTU-11341;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;39;1.591064607;13.33333333
OTU-231735;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;1.176091259;6.666666667
OTU-231646;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;1.278753601;6.666666667
OTU-65050;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;45;1.653212514;26.66666667
OTU-231876;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52;1.716003344;6.666666667
OTU-59761;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;1.342422681;6.666666667
OTU-47541;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;201;2.303196057;26.66666667
OTU-7337;1;1;1;1;0;0;0;0;0;1;1;0;1;0;0;34;1.531478917;46.66666667
OTU-95989;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;11;1.041392685;26.66666667
OTU-231541;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;12;1.079181246;13.33333333
OTU-248952;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;107;2.029383778;40
OTU-231688;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;146;2.164352856;20
OTU-44474;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;240;2.380211242;26.66666667
OTU-236916;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;34;1.531478917;20
OTU-114718;1;1;1;1;0;0;1;1;1;1;1;0;1;1;1;224;2.350248018;80
OTU-243585;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;90;1.954242509;13.33333333
OTU-224;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1316;3.119255889;93.33333333
OTU-237018;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;28;1.447158031;20
OTU-234055;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;47;1.672097858;13.33333333
OTU-234033;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;38;1.579783597;20
OTU-19460;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;54;1.73239376;20
OTU-2235;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;15;1.176091259;20
OTU-242994;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;89;1.949390007;20
OTU-632;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;534;2.727541257;93.33333333
OTU-55994;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0.903089987;13.33333333
OTU-117127;0;0;0;0;0;0;1;1;1;1;1;0;1;1;1;19;1.278753601;53.33333333
OTU-181902;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;31;1.491361694;13.33333333
OTU-97213;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;38;1.579783597;26.66666667
OTU-20201;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;499;2.698100546;26.66666667
OTU-232931;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;1.69019608;6.666666667
OTU-38390;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;108;2.033423755;20
OTU-121322;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;55;1.740362689;20
OTU-91000;1;1;1;0;0;1;0;1;1;0;1;0;0;1;0;341;2.532754379;53.33333333
OTU-53311;1;1;1;1;0;0;1;0;0;0;0;0;1;0;0;234;2.369215857;40
OTU-50791;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;11;1.041392685;13.33333333
OTU-15819;1;1;1;1;0;0;0;0;0;0;1;0;0;0;0;99;1.995635195;33.33333333
OTU-144331;1;0;1;0;0;1;1;1;1;1;1;0;1;1;1;127;2.103803721;73.33333333
OTU-53935;1;1;0;1;0;1;1;1;1;1;1;0;1;1;1;342;2.534026106;80
OTU-138499;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;319;2.503790683;86.66666667
OTU-215378;1;1;0;0;0;1;1;0;1;1;0;0;1;1;1;66;1.819543936;60
OTU-186881;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;13;1.113943352;13.33333333
OTU-47686;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;15;1.176091259;26.66666667
OTU-20894;1;1;1;1;0;1;1;1;1;1;1;0;1;1;0;218;2.338456494;80
OTU-174470;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;10;1;13.33333333
OTU-79652;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;73;1.86332286;20
OTU-190566;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;26;1.414973348;20
OTU-37138;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;211;2.324282455;86.66666667
OTU-234542;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;1.342422681;6.666666667
OTU-231776;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;1.176091259;6.666666667
OTU-45846;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;40;1.602059991;13.33333333
OTU-30520;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;105;2.021189299;26.66666667
OTU-29356;1;0;1;1;0;0;1;0;0;1;0;1;0;0;0;44;1.643452676;40
OTU-239762;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;63;1.799340549;26.66666667
OTU-26009;1;1;0;0;0;0;0;0;0;1;0;1;0;0;0;70;1.84509804;26.66666667
