OTU;T0;Ctrl;US;pH2;pH11;Ox1;Ox2;FT;A1;A2;A3;F1;F2;F3;Fun1;Fun2;Pro;Na;HS;UV;C_C;C_Ox1;Ox1_Ox1;C_A1;A1_A1;C_A3;A3_A3;C_HS;HS_HS;C_pH2;pH2_pH2;C_pH11;pH11_pH11;C_F3;F3_F3;C_Fun1;Fun1_Fun1;C_Pro;Pro_Pro;C_UV;UV_UV;A1_A3;A1_HS;A3_HS;ASV total abundance;ASV total abundance (log10);Prevalence
OTU-225089;1;1;1;1;0;0;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;54;1.73239376;20.45454545
OTU-19744;1;1;1;1;0;1;1;0;1;1;1;0;0;0;1;1;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;111;2.045322979;34.09090909
OTU-53206;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;1;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;1;0;0;1;97;1.986771734;61.36363636
OTU-234752;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;1;1;1;0;1;1;0;0;0;0;0;1;0;1;0;1;1;1;0;0;0;1;0;0;0;1;0;0;0;53;1.72427587;50
OTU-1724;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;1;0;1;1;1;1;1;1;1;1;1;1;0;1;1;661;2.820201459;88.63636364
OTU-17835;1;0;1;1;1;0;1;1;1;1;1;1;0;0;0;1;0;1;1;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;1;0;0;80;1.903089987;43.18181818
OTU-84272;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;1;1;0;0;0;0;1;0;0;1;1;1;0;1;1;0;0;0;0;0;0;0;0;1;0;1;995;2.997823081;31.81818182
OTU-88984;0;1;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;1;1;35;1.544068044;22.72727273
OTU-83757;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;65;1.812913357;11.36363636
OTU-89462;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;112;2.049218023;13.63636364
OTU-59576;1;1;1;0;0;1;0;1;0;1;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;74;1.86923172;31.81818182
OTU-78581;1;1;0;0;0;1;1;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;1.531478917;15.90909091
OTU-18036;1;1;0;0;1;1;0;1;1;1;0;1;0;0;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;64;1.806179974;29.54545455
OTU-57296;1;1;1;0;0;1;1;0;0;1;1;1;0;1;1;1;1;1;1;1;1;0;0;1;1;1;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;50;1.698970004;50
OTU-130417;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;1.041392685;9.090909091
OTU-123506;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;1;1;1;1;0;0;0;0;1;1;0;1;1;0;0;0;0;1;0;1;1;1;0;0;0;32;1.505149978;34.09090909
OTU-78166;1;1;1;0;0;1;1;0;1;1;0;0;0;0;1;0;0;1;0;1;1;1;1;1;1;0;0;0;1;0;1;1;0;1;0;0;1;1;1;1;1;0;1;0;79;1.897627091;56.81818182
OTU-349;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;7462;3.872855245;97.72727273
OTU-21357;0;1;1;0;0;1;1;1;1;1;0;1;0;1;1;1;0;1;0;1;1;1;1;0;0;1;0;1;0;1;0;1;0;1;0;1;0;1;1;0;1;0;0;0;138;2.139879086;56.81818182
OTU-34844;1;1;0;0;0;1;1;1;1;0;0;1;0;1;1;1;0;0;0;0;1;1;1;1;0;0;0;0;1;1;1;0;0;0;1;0;0;0;0;1;0;1;1;1;54;1.73239376;50
OTU-72917;0;1;1;0;0;1;1;1;1;1;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;28;1.447158031;27.27272727
OTU-47926;1;1;0;0;0;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;1.113943352;13.63636364
OTU-4914;1;1;1;1;0;1;1;1;1;1;1;1;0;1;1;1;1;1;0;1;0;1;1;1;1;1;0;0;0;1;0;0;0;1;0;1;1;0;1;1;1;1;1;0;230;2.361727836;70.45454545
OTU-47183;1;1;1;0;0;1;1;1;1;1;0;0;0;0;1;1;0;0;0;1;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;58;1.763427994;38.63636364
OTU-42347;1;0;1;0;0;1;1;1;1;0;0;1;0;1;0;1;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;32;1.505149978;36.36363636
OTU-25449;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;1;0;1;0;0;0;1;0;1;0;1;1;1;0;1;0;0;0;0;180;2.255272505;27.27272727
OTU-1418;1;1;0;0;0;0;1;0;1;0;1;1;1;1;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;1;39;1.591064607;36.36363636
OTU-18227;1;0;0;0;0;0;0;1;0;1;0;1;1;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;30;1.477121255;25
OTU-19124;0;1;1;0;0;1;1;1;0;1;1;1;0;0;0;1;1;1;0;1;1;1;0;0;0;1;0;1;0;0;0;0;0;0;1;1;1;0;1;1;1;1;1;1;61;1.785329835;56.81818182
OTU-6009;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;182;2.260071388;88.63636364
OTU-142000;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;377;2.57634135;90.90909091
OTU-19429;0;1;1;0;0;0;1;1;1;1;1;0;0;1;1;0;0;1;0;1;1;1;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;725;2.860338007;75
OTU-580;0;1;1;0;0;1;1;1;1;1;1;1;0;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;444;2.64738297;79.54545455
OTU-75162;1;0;0;0;1;1;1;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;62;1.792391689;18.18181818
OTU-15734;1;1;0;0;0;1;1;1;1;1;1;1;0;1;1;1;1;1;0;1;1;1;1;0;1;1;1;0;0;1;0;0;0;1;1;1;1;1;1;1;0;1;0;1;106;2.025305865;70.45454545
OTU-15572;1;1;1;0;0;1;1;1;1;1;1;1;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;114;2.056904851;36.36363636
OTU-75641;0;0;1;0;0;1;0;1;1;1;0;0;1;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;32;1.505149978;22.72727273
OTU-263806;0;1;1;0;0;1;1;1;1;1;1;0;0;1;1;1;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;79;1.897627091;36.36363636
OTU-2226;0;1;1;0;0;0;1;1;1;1;1;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;48;1.681241237;27.27272727
OTU-33929;1;0;1;0;0;1;1;1;1;1;0;0;0;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;1.431363764;29.54545455
OTU-34152;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;1;0;1;1;0;1;0;0;0;0;1;0;0;16;1.204119983;25
OTU-64923;0;1;1;0;0;0;1;0;1;0;1;1;0;1;0;0;1;0;0;1;1;1;1;1;0;1;1;0;1;1;0;1;0;0;0;1;1;1;1;1;0;1;1;1;41;1.612783857;59.09090909
OTU-39451;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;127;2.103803721;13.63636364
OTU-1954;1;1;1;0;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;1;1;1;0;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1918;3.282848603;81.81818182
OTU-115848;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;0;1;0;1;1;1;0;1;1;1;1;0;0;1;0;0;0;1;1;1;0;0;0;1;0;1;1;1;48;1.681241237;45.45454545
OTU-48827;1;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;1.079181246;11.36363636
OTU-28351;1;1;1;0;0;1;1;1;1;1;1;0;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;52;1.716003344;43.18181818
OTU-658;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1343;3.128076013;95.45454545
OTU-4136;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;0;0;0;1;0;1;1;0;1;0;0;1;1;0;1;0;1;0;1;1;205;2.311753861;72.72727273
OTU-39322;1;1;1;0;0;1;1;1;1;1;1;0;0;1;1;1;1;0;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;1;1;1;0;1;0;1;0;192;2.283301229;52.27272727
OTU-9732;1;1;1;1;0;1;1;1;1;1;1;1;0;0;1;1;1;1;0;1;1;1;0;1;1;1;1;0;0;1;1;0;0;1;0;1;1;1;1;1;1;0;0;0;149;2.173186268;70.45454545
OTU-235838;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;1;1;0;1;1;1;1;0;0;183;2.26245109;63.63636364
OTU-94875;1;1;1;1;0;0;1;1;1;1;0;0;0;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;1;67;1.826074803;36.36363636
OTU-71702;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;0;0;1;0;0;0;0;1;0;0;0;0;1;1;0;0;1;0;1;0;1;1;1;0;263;2.419955748;61.36363636
OTU-20028;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;1;0;1;1;1;0;0;1;1;0;0;0;1;1;1;0;0;0;1;0;0;1;1;1;1;40;1.602059991;45.45454545
OTU-10189;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0;1;0;0;1;0;1;1;0;1;0;0;0;1;1;1;1;1;0;0;0;0;0;1;90;1.954242509;59.09090909
OTU-50436;1;1;1;0;0;1;1;0;0;1;0;0;0;0;1;1;1;1;1;0;0;1;0;0;0;1;0;0;0;0;0;0;1;1;0;0;1;0;1;0;0;0;1;1;51;1.707570176;43.18181818
OTU-1874;0;1;1;0;0;1;1;1;1;0;1;0;0;0;1;1;0;1;0;1;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;1;1;95;1.977723605;38.63636364
OTU-14620;1;1;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;1.230448921;27.27272727
OTU-2091;0;1;1;0;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;1;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;1;0;228;2.357934847;56.81818182
OTU-142014;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;1;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;85;1.929418926;18.18181818
OTU-55921;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;8;0.903089987;11.36363636
OTU-126932;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;93;1.968482949;6.818181818
OTU-101331;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;13;1.113943352;9.090909091
OTU-18966;0;1;1;1;0;1;1;1;1;1;1;0;0;0;1;1;1;1;0;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0;253;2.403120521;43.18181818
OTU-76065;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;1.113943352;4.545454545
OTU-93839;1;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;23;1.361727836;22.72727273
OTU-607;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1024;3.010299957;86.36363636
OTU-50740;0;1;1;1;0;1;1;0;1;1;1;1;0;0;1;0;1;0;0;1;1;1;1;1;1;1;1;1;0;1;0;1;0;1;0;1;1;1;1;1;0;1;1;1;584;2.766412847;70.45454545
OTU-101507;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;1;0;127;2.103803721;22.72727273
OTU-204676;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;20;1.301029996;6.818181818
OTU-263810;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57;1.755874856;4.545454545
OTU-177335;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;6;0.77815125;4.545454545
OTU-5740;0;1;1;1;0;1;1;1;1;1;1;1;0;0;1;1;1;1;0;1;1;1;1;1;0;1;1;1;0;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;228;2.357934847;79.54545455
OTU-24607;0;0;1;0;1;1;1;0;0;1;1;0;1;0;0;0;0;1;0;0;1;1;1;1;1;1;1;1;0;1;0;1;0;1;0;1;0;1;1;1;0;1;0;1;902;2.955206538;56.81818182
OTU-106292;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;1;0;1;0;0;0;1;0;1;1;1;1;1;1;1;1;1;58;1.763427994;40.90909091
OTU-107833;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;0;1;1;1;0;1;0;1;0;1;1;1;1;1;1;1;1;1;83;1.919078092;47.72727273
OTU-101320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;1;0;1;1;1;0;1;0;1;1;1;1;1;0;1;1;1;90;1.954242509;43.18181818
OTU-101796;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;1;0;1;0;1;1;1;1;1;1;1;0;1;0;1;0;0;0;0;388;2.588831726;38.63636364
OTU-46591;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;1;1;0;1;1;1;0;1;0;1;0;1;1;1;0;1;1;1;0;1;0;0;1;0;138;2.139879086;40.90909091
OTU-47195;0;0;0;0;0;0;0;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;89;1.949390007;20.45454545
OTU-19404;1;1;1;1;0;1;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;1;1;1;1;1;1;1;1;1;504;2.702430536;86.36363636
OTU-19610;0;1;1;1;0;1;1;1;1;0;1;0;0;0;1;1;1;1;0;1;1;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;64;1.806179974;43.18181818
OTU-26233;0;0;1;0;0;0;0;1;1;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;38;1.579783597;25
OTU-51538;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;1;0;1;0;1;0;1;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0;16;1.204119983;25
OTU-159102;0;1;1;1;0;1;0;1;1;1;1;1;0;0;1;1;0;1;0;0;0;1;1;0;1;0;1;0;0;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;69;1.838849091;65.90909091
OTU-11462;0;0;1;0;0;0;0;1;0;1;1;1;0;0;1;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;1;0;1;0;0;1;0;0;21;1.322219295;34.09090909
OTU-101102;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;0;1;0;1;0;1;1;1;0;1;0;1;0;1;1;0;0;0;296;2.471291711;36.36363636
OTU-159460;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;0;0;22;1.342422681;25
OTU-25482;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;1;1;1;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;27;1.431363764;27.27272727
OTU-45;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1003;3.001300933;90.90909091
OTU-47523;0;0;1;0;0;1;1;1;1;1;1;0;0;0;1;1;1;1;0;1;0;1;1;1;1;1;0;0;0;1;1;0;0;0;0;0;1;1;0;1;1;1;1;1;86;1.934498451;59.09090909
OTU-11204;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;16;1.204119983;22.72727273
OTU-125779;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;20;1.301029996;22.72727273
OTU-66517;0;0;1;0;0;1;0;0;1;0;1;0;0;0;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;1.447158031;20.45454545
OTU-54977;0;0;0;1;0;1;0;0;1;0;0;0;0;0;1;1;1;0;0;0;1;0;1;1;1;1;1;1;0;1;0;0;0;1;0;1;1;1;0;1;1;1;1;0;111;2.045322979;50
OTU-29555;0;1;1;1;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;1.342422681;15.90909091
OTU-16649;1;0;1;1;0;1;1;1;1;1;1;1;0;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;139;2.1430148;84.09090909
OTU-48327;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;1;1;1;1;1;1;1;1;0;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;441;2.644438589;54.54545455
OTU-12265;0;0;1;1;0;0;0;1;1;1;1;1;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;37;1.568201724;36.36363636
OTU-49863;1;0;1;1;1;1;0;1;1;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;20;1.301029996;34.09090909
OTU-49829;1;0;1;0;0;1;1;0;0;0;1;0;0;1;1;0;0;0;0;0;1;1;1;1;1;1;1;1;0;1;0;1;0;1;1;1;0;1;0;1;1;1;1;1;405;2.607455023;59.09090909
OTU-19351;1;1;1;1;0;1;1;1;1;1;1;0;0;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;597;2.775974331;84.09090909
OTU-182;1;1;1;1;0;1;1;1;1;1;1;1;0;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;3996;3.60162548;88.63636364
OTU-131076;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;0;1;0;1;0;1;0;1;1;1;1;1;1;1;1;1;57;1.755874856;47.72727273
OTU-127223;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;1;0;0;0;0;0;0;0;1;1;0;1;0;1;1;0;0;1;20;1.301029996;27.27272727
OTU-131735;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;1;0;1;0;1;0;1;1;1;1;0;1;1;1;0;30;1.477121255;34.09090909
OTU-147183;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;1;1;0;0;0;1;0;0;0;1;1;1;1;1;1;1;1;1;31;1.491361694;38.63636364
OTU-272;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;9117;3.959851955;93.18181818
OTU-137429;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;1;1;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;0;1;37;1.568201724;29.54545455
OTU-54686;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;1;1;1;1;1;1;1;0;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;375;2.574031268;59.09090909
OTU-115650;1;0;1;0;0;0;1;1;1;1;1;1;0;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;0;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;227;2.356025857;77.27272727
OTU-47675;1;0;0;0;0;1;1;1;0;1;1;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1149;3.060320029;79.54545455
OTU-2192;1;1;1;1;0;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;684;2.835056102;88.63636364
OTU-47417;1;1;1;0;0;1;0;1;0;1;0;0;0;0;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;1;0;0;1;49;1.69019608;36.36363636
OTU-19507;1;1;1;0;0;0;1;1;0;1;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;28;1.447158031;25
OTU-14926;1;1;1;0;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1202;3.079904468;93.18181818
OTU-5742;0;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;281;2.44870632;86.36363636
OTU-232106;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;1.322219295;4.545454545
OTU-46692;1;0;0;0;0;0;0;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;1;0;1;1;0;1;1;1;0;0;0;20;1.301029996;31.81818182
OTU-1935;0;1;1;0;0;1;1;1;1;1;1;1;1;0;0;1;1;1;0;1;1;1;1;0;0;1;1;1;0;1;0;0;1;1;1;1;1;1;1;1;1;1;0;0;65;1.812913357;70.45454545
OTU-13562;0;1;0;0;0;1;0;1;1;0;0;1;0;0;1;0;1;1;0;0;0;0;0;1;1;1;1;1;0;1;1;1;0;1;0;1;1;1;1;0;0;1;1;1;72;1.857332496;54.54545455
OTU-52885;0;1;1;0;0;1;1;1;1;1;1;1;0;1;1;1;1;1;0;1;1;1;1;0;1;1;0;1;0;1;0;0;0;1;1;1;0;1;1;0;1;1;1;1;96;1.982271233;70.45454545
OTU-193;1;1;0;0;0;1;1;1;0;1;1;1;1;1;1;0;1;0;0;1;1;1;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;2676;3.427486109;79.54545455
OTU-157785;1;0;1;0;0;1;1;1;0;1;1;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;1;0;31;1.491361694;34.09090909
OTU-228319;0;1;1;0;0;1;1;0;1;1;1;1;1;0;1;1;1;0;0;1;1;1;1;1;1;1;1;1;0;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;113;2.053078443;77.27272727
